order_id,customer_id,product_id,quantity,total_amount
ORD_2101,CUST_0345,PROD_0098,1,abc
ORD_2102,CUST_0292,PROD_0206,1,abc
ORD_2103,CUST_0286,PROD_0297,-1,37718
ORD_2104,CUST_0064,PROD_0002,3,abc
ORD_2105,CUST_0041,PROD_0200,1,abc
ORD_2106,CUST_0228,PROD_0331,2,abc
ORD_2107,CUST_0188,PROD_0169,-1,3066
ORD_2108,CUST_0121,PROD_0264,-1,abc
ORD_2109,CUST_0216,PROD_0290,3,abc
ORD_2110,CUST_0045,PROD_0053,3,abc
ORD_2111,CUST_0136,PROD_0075,3,11875
ORD_2112,CUST_0030,PROD_0322,3,abc
ORD_2113,CUST_0035,PROD_0299,3,abc
ORD_2114,CUST_0195,PROD_0052,1,66381
ORD_2115,CUST_0186,PROD_0121,1,abc
ORD_2116,CUST_0130,PROD_0288,-1,abc
ORD_2117,CUST_0133,PROD_0329,-1,69385
ORD_2118,CUST_0089,PROD_0124,3,5637
ORD_2119,CUST_0226,PROD_0336,-1,16786
ORD_2120,CUST_0320,PROD_0280,2,35855
ORD_2121,CUST_0039,PROD_0179,2,abc
ORD_2122,CUST_0087,PROD_0265,3,21411
ORD_2123,CUST_0214,PROD_0110,3,14259
ORD_2124,CUST_0020,PROD_0133,2,abc
ORD_2125,CUST_0207,PROD_0322,1,85117
ORD_2126,CUST_0240,PROD_0141,3,47996
ORD_2127,CUST_0066,PROD_0003,-1,abc
ORD_2128,CUST_0080,PROD_0203,2,26054
ORD_2129,CUST_0047,PROD_0345,-1,77310
ORD_2130,CUST_0147,PROD_0346,3,abc
ORD_2131,CUST_0116,PROD_0208,1,abc
ORD_2132,CUST_0163,PROD_0182,-1,44024
ORD_2133,CUST_0250,PROD_0041,2,29272
ORD_2134,CUST_0231,PROD_0232,3,abc
ORD_2135,CUST_0135,PROD_0166,1,25812
ORD_2136,CUST_0338,PROD_0118,1,45862
ORD_2137,CUST_0092,PROD_0149,2,14814
ORD_2138,CUST_0288,PROD_0076,2,42805
ORD_2139,CUST_0292,PROD_0245,2,16384
ORD_2140,CUST_0312,PROD_0157,2,abc
ORD_2141,CUST_0070,PROD_0064,3,19887
ORD_2142,CUST_0082,PROD_0056,3,abc
ORD_2143,CUST_0327,PROD_0081,2,11190
ORD_2144,CUST_0315,PROD_0328,2,abc
ORD_2145,CUST_0157,PROD_0069,1,abc
ORD_2146,CUST_0116,PROD_0051,2,6677
ORD_2147,CUST_0059,PROD_0295,3,82076
ORD_2148,CUST_0216,PROD_0061,1,abc
ORD_2149,CUST_0017,PROD_0035,1,66097
ORD_2150,CUST_0268,PROD_0092,-1,abc
ORD_2151,CUST_0258,PROD_0083,2,52436
ORD_2152,CUST_0062,PROD_0082,2,68220
ORD_2153,CUST_0340,PROD_0109,-1,abc
ORD_2154,CUST_0061,PROD_0095,2,abc
ORD_2155,CUST_0069,PROD_0072,1,47698
