order_id,customer_id,product_id,quantity,total_amount
ORD_1501,CUST_0283,PROD_0319,2,abc
ORD_1502,CUST_0091,PROD_0262,1,abc
ORD_1503,CUST_0061,PROD_0163,1,79930
ORD_1504,CUST_0253,PROD_0044,-1,88944
ORD_1505,CUST_0163,PROD_0231,3,abc
ORD_1506,CUST_0309,PROD_0168,3,75357
ORD_1507,CUST_0261,PROD_0318,3,32049
ORD_1508,CUST_0102,PROD_0072,-1,abc
ORD_1509,CUST_0056,PROD_0222,3,46471
ORD_1510,CUST_0241,PROD_0165,3,abc
ORD_1511,CUST_0086,PROD_0122,1,abc
ORD_1512,CUST_0338,PROD_0145,3,72475
ORD_1513,CUST_0345,PROD_0046,1,abc
ORD_1514,CUST_0259,PROD_0217,3,12236
ORD_1515,CUST_0072,PROD_0284,1,62073
ORD_1516,CUST_0344,PROD_0188,1,57966
ORD_1517,CUST_0135,PROD_0220,2,abc
ORD_1518,CUST_0005,PROD_0065,2,abc
ORD_1519,CUST_0186,PROD_0096,-1,54306
ORD_1520,CUST_0230,PROD_0172,3,abc
ORD_1521,CUST_0260,PROD_0023,-1,21705
ORD_1522,CUST_0207,PROD_0007,3,21920
ORD_1523,CUST_0065,PROD_0285,3,abc
ORD_1524,CUST_0229,PROD_0242,-1,abc
ORD_1525,CUST_0254,PROD_0014,3,abc
ORD_1526,CUST_0061,PROD_0112,-1,abc
ORD_1527,CUST_0173,PROD_0336,3,abc
ORD_1528,CUST_0051,PROD_0033,-1,abc
ORD_1529,CUST_0307,PROD_0268,3,abc
ORD_1530,CUST_0078,PROD_0009,1,abc
ORD_1531,CUST_0328,PROD_0001,1,abc
ORD_1532,CUST_0044,PROD_0129,3,abc
ORD_1533,CUST_0210,PROD_0303,1,abc
ORD_1534,CUST_0047,PROD_0009,-1,abc
ORD_1535,CUST_0043,PROD_0067,-1,abc
ORD_1536,CUST_0230,PROD_0036,2,40471
ORD_1537,CUST_0287,PROD_0237,3,7160
ORD_1538,CUST_0329,PROD_0298,2,17642
ORD_1539,CUST_0047,PROD_0330,3,abc
ORD_1540,CUST_0187,PROD_0035,2,5176
ORD_1541,CUST_0017,PROD_0295,3,57562
ORD_1542,CUST_0133,PROD_0219,1,30199
ORD_1543,CUST_0137,PROD_0212,1,abc
ORD_1544,CUST_0075,PROD_0021,3,abc
ORD_1545,CUST_0063,PROD_0211,3,abc
ORD_1546,CUST_0094,PROD_0094,-1,93816
ORD_1547,CUST_0314,PROD_0194,1,6360
ORD_1548,CUST_0124,PROD_0277,-1,abc
ORD_1549,CUST_0256,PROD_0237,-1,abc
ORD_1550,CUST_0213,PROD_0298,2,85744
ORD_1551,CUST_0279,PROD_0108,-1,abc
ORD_1552,CUST_0112,PROD_0335,-1,abc
ORD_1553,CUST_0051,PROD_0032,2,25347
ORD_1554,CUST_0214,PROD_0124,3,abc
ORD_1555,CUST_0087,PROD_0129,1,87511
ORD_1556,CUST_0047,PROD_0255,1,55456
ORD_1557,CUST_0146,PROD_0123,2,abc
ORD_1558,CUST_0346,PROD_0001,3,22600
ORD_1559,CUST_0198,PROD_0014,3,abc
ORD_1560,CUST_0014,PROD_0312,3,abc
ORD_1561,CUST_0307,PROD_0150,3,89254
ORD_1562,CUST_0210,PROD_0020,-1,86367
ORD_1563,CUST_0235,PROD_0099,2,abc
ORD_1564,CUST_0085,PROD_0140,-1,58806
