order_id,customer_id,product_id,quantity,total_amount
ORD_2701,CUST_0029,PROD_0124,3,6752
ORD_2702,CUST_0253,PROD_0229,1,abc
ORD_2703,CUST_0335,PROD_0037,-1,abc
ORD_2704,CUST_0182,PROD_0165,2,31933
ORD_2705,CUST_0282,PROD_0131,-1,5246
ORD_2706,CUST_0081,PROD_0176,2,77319
ORD_2707,CUST_0179,PROD_0191,3,abc
ORD_2708,CUST_0180,PROD_0144,3,68828
ORD_2709,CUST_0279,PROD_0225,3,abc
ORD_2710,CUST_0285,PROD_0098,3,abc
ORD_2711,CUST_0187,PROD_0255,3,abc
ORD_2712,CUST_0217,PROD_0339,1,abc
ORD_2713,CUST_0086,PROD_0330,3,49203
ORD_2714,CUST_0044,PROD_0301,1,abc
ORD_2715,CUST_0072,PROD_0277,-1,60165
ORD_2716,CUST_0071,PROD_0069,3,39877
ORD_2717,CUST_0253,PROD_0275,-1,abc
ORD_2718,CUST_0154,PROD_0313,1,47294
ORD_2719,CUST_0103,PROD_0161,-1,70380
ORD_2720,CUST_0319,PROD_0118,2,abc
ORD_2721,CUST_0281,PROD_0241,3,abc
ORD_2722,CUST_0295,PROD_0169,-1,abc
ORD_2723,CUST_0107,PROD_0060,3,abc
ORD_2724,CUST_0045,PROD_0059,1,abc
ORD_2725,CUST_0175,PROD_0198,1,abc
ORD_2726,CUST_0056,PROD_0225,-1,42303
ORD_2727,CUST_0344,PROD_0285,3,24825
ORD_2728,CUST_0046,PROD_0109,3,20791
ORD_2729,CUST_0319,PROD_0282,3,34032
ORD_2730,CUST_0171,PROD_0310,-1,32578
ORD_2731,CUST_0088,PROD_0267,-1,5922
ORD_2732,CUST_0184,PROD_0294,3,abc
ORD_2733,CUST_0099,PROD_0329,-1,59746
ORD_2734,CUST_0349,PROD_0012,2,94980
ORD_2735,CUST_0304,PROD_0274,2,11688
ORD_2736,CUST_0214,PROD_0043,3,abc
ORD_2737,CUST_0197,PROD_0129,2,abc
ORD_2738,CUST_0057,PROD_0140,1,abc
ORD_2739,CUST_0268,PROD_0246,-1,1379
ORD_2740,CUST_0210,PROD_0281,2,18647
ORD_2741,CUST_0276,PROD_0210,1,abc
ORD_2742,CUST_0181,PROD_0340,2,59637
ORD_2743,CUST_0335,PROD_0196,1,abc
ORD_2744,CUST_0207,PROD_0261,3,abc
ORD_2745,CUST_0257,PROD_0166,3,17523
ORD_2746,CUST_0014,PROD_0269,3,39694
ORD_2747,CUST_0160,PROD_0305,2,32859
ORD_2748,CUST_0060,PROD_0346,-1,19081
ORD_2749,CUST_0243,PROD_0269,-1,abc
ORD_2750,CUST_0123,PROD_0017,2,abc
ORD_2751,CUST_0112,PROD_0074,1,abc
ORD_2752,CUST_0024,PROD_0090,3,47449
ORD_2753,CUST_0218,PROD_0267,1,abc
ORD_2754,CUST_0341,PROD_0039,2,abc
ORD_2755,CUST_0318,PROD_0233,2,44495
ORD_2756,CUST_0154,PROD_0176,2,abc
ORD_2757,CUST_0116,PROD_0309,2,abc
ORD_2758,CUST_0298,PROD_0288,3,80364
ORD_2759,CUST_0133,PROD_0234,2,22952
ORD_2760,CUST_0178,PROD_0325,3,85328
ORD_2761,CUST_0028,PROD_0166,-1,abc
ORD_2762,CUST_0304,PROD_0054,2,abc
ORD_2763,CUST_0234,PROD_0114,1,abc
ORD_2764,CUST_0344,PROD_0281,2,43250
ORD_2765,CUST_0296,PROD_0233,2,8812
ORD_2766,CUST_0266,PROD_0087,3,32972
ORD_2767,CUST_0123,PROD_0118,1,35549
ORD_2768,CUST_0277,PROD_0210,3,50827
ORD_2769,CUST_0309,PROD_0123,-1,43140
ORD_2770,CUST_0271,PROD_0149,1,abc
ORD_2771,CUST_0138,PROD_0032,-1,abc
ORD_2772,CUST_0117,PROD_0116,3,abc
ORD_2773,CUST_0121,PROD_0046,-1,91124
ORD_2774,CUST_0142,PROD_0072,2,5673
ORD_2775,CUST_0053,PROD_0310,-1,abc
ORD_2776,CUST_0091,PROD_0092,3,abc
ORD_2777,CUST_0118,PROD_0283,1,abc
ORD_2778,CUST_0287,PROD_0239,3,abc
ORD_2779,CUST_0251,PROD_0286,3,abc
ORD_2780,CUST_0264,PROD_0124,3,32904
ORD_2781,CUST_0279,PROD_0062,3,abc
ORD_2782,CUST_0017,PROD_0076,3,abc
ORD_2783,CUST_0030,PROD_0100,1,20068
ORD_2784,CUST_0340,PROD_0015,3,abc
ORD_2785,CUST_0216,PROD_0113,3,abc
ORD_2786,CUST_0328,PROD_0165,3,abc
ORD_2787,CUST_0144,PROD_0263,2,98134
ORD_2788,CUST_0034,PROD_0198,2,2360
ORD_2789,CUST_0290,PROD_0168,2,abc
ORD_2790,CUST_0306,PROD_0333,2,abc
ORD_2791,CUST_0293,PROD_0350,2,25393
ORD_2792,CUST_0248,PROD_0100,1,13871
ORD_2793,CUST_0062,PROD_0036,1,47226
ORD_2794,CUST_0323,PROD_0271,1,abc
ORD_2795,CUST_0119,PROD_0339,1,abc
ORD_2796,CUST_0056,PROD_0198,-1,68718
ORD_2797,CUST_0098,PROD_0161,-1,abc
ORD_2798,CUST_0135,PROD_0199,-1,abc
ORD_2799,CUST_0339,PROD_0135,2,75455
ORD_2800,CUST_0013,PROD_0049,1,93120
ORD_2801,CUST_0275,PROD_0075,-1,68586
ORD_2802,CUST_0084,PROD_0267,3,556
ORD_2803,CUST_0044,PROD_0068,3,52772
ORD_2804,CUST_0320,PROD_0141,1,abc
ORD_2805,CUST_0286,PROD_0023,2,17614
ORD_2806,CUST_0322,PROD_0345,1,abc
ORD_2807,CUST_0058,PROD_0183,2,84918
ORD_2808,CUST_0314,PROD_0073,-1,abc
ORD_2809,CUST_0132,PROD_0303,-1,72050
ORD_2810,CUST_0037,PROD_0091,3,abc
ORD_2811,CUST_0133,PROD_0060,-1,93496
ORD_2812,CUST_0218,PROD_0085,3,abc
ORD_2813,CUST_0137,PROD_0335,3,abc
ORD_2814,CUST_0123,PROD_0144,1,34027
ORD_2815,CUST_0237,PROD_0210,3,70191
ORD_2816,CUST_0125,PROD_0248,2,abc
ORD_2817,CUST_0150,PROD_0264,2,abc
