order_id,customer_id,product_id,quantity,total_amount
ORD_0001,CUST_0234,PROD_0282,2,13453
ORD_0002,CUST_0232,PROD_0143,1,abc
ORD_0003,CUST_0148,PROD_0065,2,abc
ORD_0004,CUST_0141,PROD_0180,2,3638
ORD_0005,CUST_0271,PROD_0118,1,77669
ORD_0006,CUST_0040,PROD_0157,-1,abc
ORD_0007,CUST_0246,PROD_0164,-1,33585
ORD_0008,CUST_0055,PROD_0133,3,24675
ORD_0009,CUST_0250,PROD_0092,3,abc
ORD_0010,CUST_0045,PROD_0267,-1,abc
ORD_0011,CUST_0080,PROD_0205,2,51250
ORD_0012,CUST_0244,PROD_0153,2,53134
ORD_0013,CUST_0065,PROD_0161,-1,82259
ORD_0014,CUST_0075,PROD_0059,-1,abc
ORD_0015,CUST_0169,PROD_0080,1,abc
ORD_0016,CUST_0165,PROD_0066,2,abc
ORD_0017,CUST_0183,PROD_0203,2,abc
ORD_0018,CUST_0205,PROD_0002,-1,abc
ORD_0019,CUST_0341,PROD_0095,2,56762
ORD_0020,CUST_0110,PROD_0067,-1,abc
ORD_0021,CUST_0179,PROD_0149,3,abc
ORD_0022,CUST_0153,PROD_0157,2,37823
ORD_0023,CUST_0120,PROD_0112,-1,94608
ORD_0024,CUST_0019,PROD_0068,-1,68586
ORD_0025,CUST_0067,PROD_0110,2,97756
ORD_0026,CUST_0206,PROD_0072,-1,abc
ORD_0027,CUST_0164,PROD_0275,1,abc
ORD_0028,CUST_0248,PROD_0116,-1,88951
ORD_0029,CUST_0050,PROD_0021,1,34910
ORD_0030,CUST_0127,PROD_0100,2,abc
ORD_0031,CUST_0297,PROD_0275,2,9409
ORD_0032,CUST_0283,PROD_0156,-1,32062
ORD_0033,CUST_0047,PROD_0263,2,abc
ORD_0034,CUST_0136,PROD_0135,-1,abc
ORD_0035,CUST_0139,PROD_0270,-1,24951
ORD_0036,CUST_0144,PROD_0347,2,35582
ORD_0037,CUST_0321,PROD_0013,2,abc
ORD_0038,CUST_0175,PROD_0259,1,abc
ORD_0039,CUST_0304,PROD_0048,3,61924
ORD_0040,CUST_0133,PROD_0081,1,abc
ORD_0041,CUST_0348,PROD_0292,2,abc
ORD_0042,CUST_0181,PROD_0136,3,abc
ORD_0043,CUST_0079,PROD_0317,1,81882
ORD_0044,CUST_0198,PROD_0040,3,abc
ORD_0045,CUST_0200,PROD_0272,2,98578
ORD_0046,CUST_0156,PROD_0208,2,abc
ORD_0047,CUST_0174,PROD_0201,2,86226
ORD_0048,CUST_0071,PROD_0302,1,24322
ORD_0049,CUST_0286,PROD_0120,1,abc
ORD_0050,CUST_0244,PROD_0003,1,87849
ORD_0051,CUST_0315,PROD_0035,1,25289
ORD_0052,CUST_0046,PROD_0040,1,abc
ORD_0053,CUST_0231,PROD_0228,-1,abc
ORD_0054,CUST_0315,PROD_0230,2,76589
ORD_0055,CUST_0015,PROD_0032,-1,41533
ORD_0056,CUST_0085,PROD_0247,-1,65216
ORD_0057,CUST_0208,PROD_0066,2,abc
ORD_0058,CUST_0193,PROD_0012,1,abc
ORD_0059,CUST_0007,PROD_0098,1,abc
ORD_0060,CUST_0257,PROD_0287,2,abc
ORD_0061,CUST_0146,PROD_0229,-1,67635
ORD_0062,CUST_0063,PROD_0210,3,abc
ORD_0063,CUST_0081,PROD_0198,3,34821
ORD_0064,CUST_0245,PROD_0338,3,40883
ORD_0065,CUST_0141,PROD_0154,2,89750
ORD_0066,CUST_0089,PROD_0341,2,26487
ORD_0067,CUST_0094,PROD_0095,1,66974
ORD_0068,CUST_0299,PROD_0130,-1,66883
ORD_0069,CUST_0093,PROD_0064,1,abc
ORD_0070,CUST_0330,PROD_0184,2,abc
ORD_0071,CUST_0286,PROD_0144,2,33659
ORD_0072,CUST_0147,PROD_0132,3,75457
ORD_0073,CUST_0007,PROD_0249,2,abc
ORD_0074,CUST_0334,PROD_0140,-1,29199
ORD_0075,CUST_0324,PROD_0193,1,abc
ORD_0076,CUST_0017,PROD_0248,1,abc
ORD_0077,CUST_0204,PROD_0350,-1,abc
ORD_0078,CUST_0285,PROD_0218,3,abc
ORD_0079,CUST_0313,PROD_0090,2,53528
