scan_date,project_key,branch,type,severity,file,line,message,rule,status,effort,debt,tags
2025-04-07T08:30:00Z,syngenta-pim-core,main,CODE_SMELL,CRITICAL,src/api/AttributeController.java,143,Magic number 86400 should be extracted as a named constant,java:S109,REOPENED,85min,85min,convention
2025-04-07T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MINOR,src/util/StringSanitizer.java,362,JWT token validated without expiry check,java:S4790,REOPENED,52min,,"security,auth"
2025-04-07T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,INFO,src/export/CsvExportService.java,492,Resource leak: InputStream never closed,java:S5131,CONFIRMED,70min,70min,"bug,spring"
2025-04-07T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MAJOR,src/enrichment/ImageProcessingService.java,44,Missing Javadoc for public method,java:S2095,OPEN,,70min,"security,auth"
2025-04-07T08:30:00Z,  syngenta-pim-core  ,main,CODE_SMELL,INFO,src/model/Variant.java,748,Optional.get() called without isPresent() check,java:S2583,CONFIRMED,64min,64min,bug
2025-04-07T08:30:00Z,syngenta-pim-core,main,VULNERABILITY,INFO,src/catalog/ProductCatalogService.java,64,String concatenation in loop should use StringBuilder,java:S2885,OPEN,28min,28min,performance
2025-04-07T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,CRITICAL,src/model/Category.java,880,Deprecated API usage: HttpClient constructor,java:S2583,CONFIRMED,58min,58min,"security,deserialization"
2025-04-07T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,INFO,src/catalog/ProductCatalogService.java,74,Cyclomatic complexity 28 exceeds threshold of 20,java:S2755,,40min,40min,"maintainability,duplication"
2025-04-07T08:30:00Z,syngenta-pim-core,,BUG,CRITICAL,src/api/CategoryController.java,714,Duplicated string literal appears 5 times,java:S2972,REOPENED,64min,64min,"bug,multi-threading"
2025-04-07T08:30:00Z,syngenta-pim-core,main,VULNERABILITY,MAJOR,src/auth/UserService.java,LINE_NUM,Incorrect equals() implementation breaks Set deduplication,java:S2068,REOPENED,19min,19min,"security,auth"
2025-04-07T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,INFO,src/export/PdfExportService.java,728,String concatenation in loop should use StringBuilder,java:S1068,CONFIRMED,88min,88min,performance
2025-04-07T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,INFO,src/sync/ExternalSyncJob.java,867,Cyclomatic complexity 28 exceeds threshold of 20,java:S5659,OPEN,64min,64min,"security,auth"
01/27/2025,syngenta-pim-core,feature/bulk-import,CODE_SMELL,CRITICAL,src/enrichment/AiEnrichmentService.java,320,Integer overflow risk in price calculation,java:S3776,REOPENED,79min,79min,"security,auth"
2025-04-07T08:30:00Z,syngenta-pim-core,main,VULNERABILITY,CRITICAL,src/enrichment/AiEnrichmentService.java,153,SQL injection risk via string concatenation,java:S4790,OPEN,31min,,"bug,null-pointer"
