scan_date,project_key,branch,type,severity,file,line,message,rule,status,effort,debt,tags
2025-08-11T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,INFO,src/model/Attribute.java,907,Incorrect equals() implementation breaks Set deduplication,java:S2972,OPEN,64min,64min,"security,sql-injection"
2025-08-11T08:30:00Z,  syngenta-pim-core  ,feature/bulk-import,CODE_SMELL,MINOR,src/model/Category.java,267,String concatenation in loop should use StringBuilder,java:S2068,OPEN,22min,22min,"security,owasp-a9"
2025-08-11T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,MAJOR,src/api/ProductController.java,260,Magic number 86400 should be extracted as a named constant,java:S1643,Done,37min,37min,"security,injection"
2025-08-11T08:30:00Z,syngenta-pim-core,main,VULNERABILITY,,src/util/StringSanitizer.java,48,String concatenation in loop should use StringBuilder,java:S6437,CONFIRMED,58min,58min,maintainability
2025-08-11T08:30:00Z,syngentaPimCore,feature/ai-enrichment,BUG,INFO,src/batch/ProductImportJob.java,97,Cyclomatic complexity 28 exceeds threshold of 20,java:S2972,CONFIRMED,34min,34min,performance
2025-08-11T08:30:00Z,syngenta-pim-core,main,VULNERABILITY,MAJOR,src/config/DatabaseConfig.java,429,Thread.sleep() called with lock held,java:S4502,OPEN,,79min,"bug,null-pointer"
2025-08-11T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,INFO,src/batch/ProductImportJob.java,646,Method name ProcessData does not follow camelCase convention,java:S6437,OPEN,16min,16min,"bug,resource-leak"
2025-08-11T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/model/Attribute.java,882,Method has 12 parameters (threshold: 7),java:S5659,CONFIRMED,43min,43min,"bug,null-pointer"
2025-08-11T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/config/SecurityConfig.java,928,XXE vulnerability: XML parser does not disable external entities,,REOPENED,61min,61min,"security,deserialization"
2025-08-11T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,MINOR,src/config/SecurityConfig.java,749,Deprecated API usage: HttpClient constructor,java:S3776,CONFIRMED,40min,40min,"bug,null-pointer"
2025-08-11T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/sync/ExternalSyncJob.java,183,Method name ProcessData does not follow camelCase convention,java:S1135,REOPENED,19min,19min,
2025-08-11T08:30:00Z,syngenta-pim-core,main,CODE_SMELL,MAJOR,src/export/CsvExportService.java,966,JWT token validated without expiry check,java:S109,REOPENED,19min,19min,"bug,resource-leak"
2025-08-11T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,CRITICAL,src/auth/JwtAuthFilter.java,829,Deserialization of user-controlled data without validation,java:S2583,CONFIRMED,43min,43min,"bug,concurrency"
2025-08-11T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/export/CsvExportService.java,N/A,Duplicated string literal appears 5 times,java:S100,CONFIRMED,,25min,"security,owasp-a9"
2025-08-11T08:30:00Z,syngenta-pim-core,,VULNERABILITY,MINOR,src/api/CategoryController.java,745,Incorrect equals() implementation breaks Set deduplication,java:S6437,REOPENED,85min,85min,"bug,spring"
27-01-2025,syngenta-pim-core,main,CODE_SMELL,high,src/catalog/ProductCatalogService.java,942,Deprecated API usage: HttpClient constructor,java:S1192,OPEN,64min,64min,"bug,multi-threading"
2025-08-11T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/auth/UserService.java,652,Optional.get() called without isPresent() check,java:S2184,OPEN,58min,,"bug,spring"
2025-08-11T08:30:00Z,syngenta-pim-core,main,CODE_SMELL,INFO,src/util/StringSanitizer.java,915,SQL injection risk via string concatenation,java:S1874,OPEN,40min,40min,"bug,multi-threading"
