scan_date,project_key,branch,type,severity,file,line,message,rule,status,effort,debt,tags
2025-06-30T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,MAJOR,src/auth/UserService.java,923,XXE vulnerability: XML parser does not disable external entities,java:S3649,CONFIRMED,28min,28min,security
2025-06-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,CRITICAL,src/search/ElasticSearchService.java,859,Weak hash algorithm MD5 used for product fingerprinting,,OPEN,,19min,"security,sql-injection"
01-27-25,syngenta-pim-core,feature/ai-enrichment,VULNERABILITY,INFO,src/api/ProductController.java,943,"Exception caught; message: ""error"" & <code>",java:S4508,CONFIRMED,67min,67min,security
2025-06-30T08:30:00Z,syngenta-pim-core,  nan  ,CODE_SMELL,MINOR,src/model/Variant.java,678,Weak hash algorithm MD5 used for product fingerprinting,java:S3649,closed,N/A,0,"bug,numeric"
2025-06-30T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MINOR,src/catalog/ProductRepository.java,802,Integer overflow risk in price calculation,java:S3655,REOPENED,49min,49min,"security,credentials"
2025-06-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,,src/auth/UserService.java,24,JWT token validated without expiry check,java:S5659,OPEN,52min,52min,"security,cryptography"
2025-06-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MAJOR,src/catalog/CategoryService.java,479,Thread.sleep() called with lock held,java:S5131,CONFIRMED,20,unknown,"security,deserialization"
2025-06-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MAJOR,src/util/DateUtils.java,54,Magic number 86400 should be extracted as a named constant,java:S1874,,TBD,N/A,convention
2025-06-30T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/catalog/CategoryService.java,685,Weak hash algorithm MD5 used for product fingerprinting,java:S2583,OPEN,31min,31min,
2025-06-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,CRITICAL,src/api/AttributeController.java,631,Resource leak: InputStream never closed,java:S3776,REOPENED,13min,13min,"bug,multi-threading"
2025-06-30T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,VULNERABILITY,MAJOR,src/catalog/ProductCatalogService.java,469,Optional.get() called without isPresent() check,java:S107,REOPENED,82min,82min,"bug,multi-threading"
2025-06-30T08:30:00Z,  syngenta-pim-core  ,feature/ai-enrichment,CODE_SMELL,CRITICAL,src/model/Product.java,555,Weak hash algorithm MD5 used for product fingerprinting,java:S2755,CONFIRMED,34min,34min,"bug,multi-threading"
2025-06-30T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,CRITICAL,src/util/DateUtils.java,442,Deserialization of user-controlled data without validation,java:S2068,CONFIRMED,28min,28min,"security,cryptography"
2025-06-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MAJOR,src/search/ElasticSearchService.java,357,Cyclomatic complexity 28 exceeds threshold of 20,java:S1176,OPEN,19min,19min,"maintainability,deprecated"
2025-06-30T08:30:00Z,syngenta-pim-core,main,BUG,INFO,src/sync/ExternalSyncJob.java,82,Thread.sleep() called with lock held,java:S1874,REOPENED,79min,,
2025-06-30T08:30:00Z,syngenta-pim-core,,VULNERABILITY,MINOR,src/enrichment/ImageProcessingService.java,904,Resource leak: InputStream never closed,  java:S2276  ,OPEN,46min,,"bug,null-pointer"
2025-06-30T08:30:00Z,syngenta-pim-core,main,CODE_SMELL,INFO,src/auth/UserService.java,578,XXE vulnerability: XML parser does not disable external entities,java:S4508,RESOLVED,76min,76min,"maintainability,deprecated"
2025-06-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,CRITICAL,src/sync/ExternalSyncJob.java,994,Null pointer dereference: method may return null,java:S2184,CONFIRMED,,25min,"maintainability,deprecated"
2025-06-30T08:30:00Z,syngenta-pim-core,develop,BUG,INFO,src/model/Category.java,312,JWT token validated without expiry check,java:S2583,OPEN,,58min,"security,xxe"
2025-06-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MINOR,src/util/DateUtils.java,834,Cyclomatic complexity 28 exceeds threshold of 20,java:S100,OPEN,67min,67min,convention
2025-06-30T08:30:00Z,syngenta-pim-core,develop,BUG,CRITICAL,src/model/Product.java,122,Cyclomatic complexity 28 exceeds threshold of 20,,REOPENED,70min,70min,
2025-06-30T08:30:00Z,syngenta-pim-core,main,CODE_SMELL,INFO,src/util/DateUtils.java,582,Cyclomatic complexity 28 exceeds threshold of 20,java:S2885,OPEN,64min,64min,"security,credentials"
2025-06-30T08:30:00Z,syngenta-pim-core,main,BUG,INFO,src/catalog/CategoryService.java,807,Magic number 86400 should be extracted as a named constant,,open,22min,22min,bug
2025-06-30T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,123,,src/api/ProductController.java,?,Method name ProcessData does not follow camelCase convention,java:S3655,CONFIRMED,79min,79min,"security,sql-injection"
2025-06-30T08:30:00Z,syngenta-pim-core,  feature/ai-enrichment  ,BUG,MAJOR,src/pricing/PricingCalculator.java,427,Missing Javadoc for public method,java:S1643,,85min,85min,"security,owasp-a9"
2025-06-30T08:30:00Z,syngentaPimCore,feature/bulk-import,BUG,MAJOR,src/catalog/ProductCatalogService.java,876,Optional.get() called without isPresent() check,java:S4790,REOPENED,55min,,
2025-06-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/model/Variant.java,256,Optional.get() called without isPresent() check,java:S2259,CONFIRMED,46min,46min,"security,injection"
2025-06-30T08:30:00Z,syngenta-pim-core,main,CODE_SMELL,HIGH,src/pricing/PricingCalculator.java,TBD,Deserialization of user-controlled data without validation,java:S1135,CONFIRMED,,73min,"maintainability,deprecated"
