product_id,product_name,product_category,product_price
PROD_1501,class,Electronics,-999
PROD_1502,you,Electronics,-999
PROD_1503,local,Furniture,-999
PROD_1504,hospital,Electronics,-999
PROD_1505,benefit,Electronics,abc
PROD_1506,around,Books,-999
PROD_1507,consumer,Electronics,78647
PROD_1508,sometimes,Electronics,95140
PROD_1509,magazine,Electronics,-999
PROD_1510,officer,Books,abc
PROD_1511,health,Books,14514
PROD_1512,president,Books,abc
PROD_1513,relate,Furniture,-999
PROD_1514,response,Electronics,-999
PROD_1515,share,Furniture,73318
PROD_1516,whose,Books,-999
PROD_1517,help,Books,76077
PROD_1518,generation,Books,abc
PROD_1519,arrive,Furniture,42184
PROD_1520,wear,Furniture,abc
PROD_1521,wrong,Furniture,abc
PROD_1522,read,Furniture,abc
PROD_1523,policy,Books,abc
PROD_1524,soon,Furniture,-999
PROD_1525,where,Books,abc
PROD_1526,ago,Furniture,abc
PROD_1527,establish,Clothing,abc
PROD_1528,audience,Clothing,99042
PROD_1529,her,Furniture,58352
PROD_1530,worker,Electronics,74034
PROD_1531,beat,Clothing,abc
PROD_1532,simply,Electronics,-999
PROD_1533,morning,Books,-999
PROD_1534,himself,Books,51141
PROD_1535,turn,Furniture,31236
PROD_1536,,Clothing,-999
PROD_1537,,Clothing,59665
PROD_1538,,Clothing,-999
PROD_1539,,Clothing,71723
PROD_1540,card,Furniture,51335
PROD_1541,drive,Furniture,85378
PROD_1542,control,Books,abc
PROD_1543,campaign,Clothing,abc
PROD_1544,energy,Furniture,-999
PROD_1545,along,Electronics,-999
PROD_1546,hospital,Clothing,abc
PROD_1547,beautiful,Clothing,79323
PROD_1548,professor,Electronics,-999
PROD_1549,book,Electronics,13446
PROD_1550,anything,Electronics,87197
PROD_1551,,Clothing,61276
PROD_1552,clear,Electronics,82889
PROD_1553,large,Clothing,abc
PROD_1554,cultural,Furniture,5527
PROD_1555,population,Furniture,abc
PROD_1556,water,Furniture,abc
PROD_1557,be,Electronics,-999
PROD_1558,sea,Electronics,abc
PROD_1559,visit,Books,-999
PROD_1560,especially,Books,-999
PROD_1561,star,Furniture,49841
PROD_1562,necessary,Furniture,-999
PROD_1563,source,Books,23613
PROD_1564,item,Furniture,30855
PROD_1565,today,Clothing,84745
PROD_1566,part,Furniture,-999
PROD_1567,suffer,Electronics,abc
PROD_1568,commercial,Furniture,abc
PROD_1569,former,Electronics,abc
PROD_1570,range,Furniture,79422
PROD_1571,vote,Books,-999
PROD_1572,artist,Books,-999
PROD_1573,day,Clothing,89631
PROD_1574,family,Furniture,-999
PROD_1575,against,Furniture,15628
PROD_1576,bring,Furniture,-999
PROD_1577,effect,Electronics,-999
PROD_1578,officer,Furniture,90949
PROD_1579,economy,Books,-999
PROD_1580,happy,Books,72460
PROD_1581,agree,Clothing,-999
PROD_1582,too,Electronics,abc
PROD_1583,general,Books,abc
PROD_1584,teacher,Furniture,abc
PROD_1585,public,Books,-999
PROD_1586,paper,Books,abc
PROD_1587,bring,Clothing,63911
PROD_1588,again,Electronics,abc
PROD_1589,design,Furniture,abc
PROD_1590,event,Furniture,abc
PROD_1591,writer,Furniture,abc
PROD_1592,even,Electronics,abc
PROD_1593,total,Furniture,-999
PROD_1594,change,Electronics,abc
PROD_1595,just,Furniture,-999
PROD_1596,,Clothing,abc
PROD_1597,term,Electronics,abc
PROD_1598,often,Clothing,84036
PROD_1599,positive,Electronics,2223
PROD_1600,nothing,Furniture,abc
PROD_1601,get,Furniture,17888
PROD_1602,image,Electronics,abc
PROD_1603,story,Furniture,11121
PROD_1604,easy,Clothing,65188
PROD_1605,large,Electronics,13413
PROD_1606,effect,Electronics,23143
PROD_1607,example,Furniture,69740
PROD_1608,event,Clothing,abc
PROD_1609,very,Clothing,abc
PROD_1610,region,Clothing,abc
PROD_1611,half,Furniture,70259
PROD_1612,also,Books,abc
PROD_1613,hour,Clothing,40412
PROD_1614,them,Furniture,-999
PROD_1615,,Electronics,abc
PROD_1616,other,Electronics,abc
PROD_1617,music,Books,abc
PROD_1618,charge,Clothing,abc
PROD_1619,actually,Furniture,abc
PROD_1620,very,Furniture,abc
PROD_1621,too,Electronics,87913
PROD_1622,story,Electronics,abc
PROD_1623,pull,Clothing,59698
PROD_1624,writer,Electronics,-999
PROD_1625,truth,Furniture,54722
PROD_1626,bank,Furniture,abc
PROD_1627,consumer,Books,abc
PROD_1628,find,Furniture,abc
PROD_1629,sister,Furniture,50151
PROD_1630,,Furniture,23303
PROD_1631,quickly,Furniture,abc
PROD_1632,truth,Furniture,-999
PROD_1633,garden,Clothing,-999
PROD_1634,yourself,Electronics,abc
PROD_1635,risk,Books,18776
PROD_1636,wind,Furniture,-999
PROD_1637,analysis,Electronics,5596
PROD_1638,contain,Clothing,16329
PROD_1639,expert,Furniture,-999
PROD_1640,,Furniture,93993
PROD_1641,coach,Electronics,abc
PROD_1642,interest,Electronics,-999
PROD_1643,sense,Electronics,-999
PROD_1644,his,Electronics,-999
PROD_1645,brother,Clothing,abc
PROD_1646,dark,Furniture,abc
PROD_1647,what,Clothing,abc
PROD_1648,share,Furniture,-999
PROD_1649,against,Clothing,-999
PROD_1650,again,Furniture,-999
PROD_1651,three,Furniture,52333
PROD_1652,table,Electronics,abc
PROD_1653,husband,Electronics,abc
PROD_1654,you,Clothing,abc
PROD_1655,network,Clothing,abc
PROD_1656,according,Furniture,abc
PROD_1657,exactly,Clothing,-999
PROD_1658,most,Books,-999
PROD_1659,about,Electronics,-999
PROD_1660,common,Electronics,-999
PROD_1661,agreement,Clothing,-999
PROD_1662,cover,Clothing,31292
PROD_1663,as,Books,-999
PROD_1664,nation,Books,abc
PROD_1665,position,Furniture,-999
PROD_1666,nearly,Furniture,abc
PROD_1667,model,Electronics,-999
PROD_1668,standard,Furniture,53877
PROD_1669,,Books,-999
PROD_1670,,Electronics,27369
PROD_1671,night,Furniture,-999
PROD_1672,,Books,27246
PROD_1673,vote,Furniture,99109
PROD_1674,research,Electronics,-999
PROD_1675,,Furniture,-999
PROD_1676,floor,Electronics,20250
PROD_1677,sort,Clothing,68198
PROD_1678,,Electronics,-999
PROD_1679,similar,Furniture,97716
PROD_1680,child,Books,-999
PROD_1681,watch,Furniture,-999
PROD_1682,candidate,Electronics,abc
PROD_1683,style,Electronics,-999
PROD_1684,evidence,Clothing,-999
PROD_1685,especially,Electronics,67414
PROD_1686,behavior,Furniture,88545
PROD_1687,career,Furniture,-999
PROD_1688,yourself,Electronics,abc
PROD_1689,indicate,Furniture,-999
PROD_1690,central,Clothing,38269
PROD_1691,still,Books,86043
PROD_1692,house,Clothing,-999
PROD_1693,that,Clothing,abc
PROD_1694,assume,Clothing,26375
PROD_1695,agreement,Electronics,45526
PROD_1696,fish,Clothing,-999
PROD_1697,control,Books,abc
PROD_1698,win,Books,41679
PROD_1699,seven,Electronics,45083
PROD_1700,land,Furniture,abc
PROD_1701,threat,Furniture,abc
PROD_1702,represent,Furniture,27514
PROD_1703,little,Electronics,23019
PROD_1704,kind,Furniture,abc
PROD_1705,summer,Books,abc
PROD_1706,,Books,28818
PROD_1707,chance,Clothing,abc
PROD_1708,second,Books,abc
PROD_1709,serve,Electronics,93480
PROD_1710,serious,Electronics,-999
PROD_1711,improve,Electronics,-999
PROD_1712,even,Books,51605
PROD_1713,sell,Books,abc
PROD_1714,case,Furniture,abc
PROD_1715,woman,Furniture,-999
PROD_1716,,Electronics,-999
PROD_1717,,Furniture,68183
PROD_1718,red,Clothing,abc
PROD_1719,dream,Books,55900
PROD_1720,accept,Electronics,-999
PROD_1721,treatment,Clothing,41682
PROD_1722,begin,Books,abc
PROD_1723,,Books,62179
PROD_1724,interview,Books,-999
PROD_1725,beautiful,Clothing,-999
PROD_1726,lose,Electronics,23039
PROD_1727,check,Furniture,69272
PROD_1728,ball,Clothing,57829
PROD_1729,discuss,Clothing,26904
PROD_1730,accept,Furniture,37190
PROD_1731,boy,Electronics,-999
PROD_1732,act,Furniture,59644
PROD_1733,everything,Clothing,abc
PROD_1734,call,Electronics,-999
PROD_1735,enjoy,Clothing,-999
PROD_1736,hold,Electronics,-999
PROD_1737,add,Furniture,67655
PROD_1738,finish,Books,97250
PROD_1739,already,Electronics,abc
PROD_1740,number,Books,-999
PROD_1741,national,Electronics,21585
PROD_1742,ground,Books,63115
PROD_1743,sound,Books,-999
PROD_1744,shoulder,Books,abc
PROD_1745,pressure,Clothing,90711
PROD_1746,determine,Electronics,40580
PROD_1747,baby,Furniture,abc
PROD_1748,only,Books,abc
PROD_1749,human,Electronics,32603
PROD_1750,yes,Books,14302
PROD_1751,institution,Furniture,-999
PROD_1752,meeting,Furniture,-999
PROD_1753,order,Books,abc
PROD_1754,note,Books,74014
PROD_1755,house,Clothing,-999
PROD_1756,gun,Books,abc
PROD_1757,travel,Electronics,21299
PROD_1758,structure,Electronics,18655
PROD_1759,,Books,-999
PROD_1760,executive,Electronics,abc
PROD_1761,mother,Electronics,abc
PROD_1762,commercial,Books,50885
PROD_1763,meeting,Furniture,abc
PROD_1764,less,Electronics,abc
PROD_1765,,Furniture,abc
PROD_1766,dream,Books,-999
PROD_1767,billion,Electronics,-999
PROD_1768,night,Clothing,65834
PROD_1769,start,Electronics,-999
PROD_1770,skill,Clothing,-999
PROD_1771,capital,Furniture,-999
PROD_1772,believe,Books,-999
PROD_1773,total,Books,abc
PROD_1774,,Electronics,abc
PROD_1775,discuss,Books,-999
PROD_1776,your,Clothing,2389
PROD_1777,century,Clothing,abc
PROD_1778,sing,Clothing,27094
PROD_1779,possible,Books,-999
PROD_1780,east,Electronics,-999
PROD_1781,position,Books,-999
PROD_1782,tree,Electronics,81417
PROD_1783,miss,Books,abc
PROD_1784,third,Books,10628
PROD_1785,support,Electronics,-999
PROD_1786,reflect,Books,abc
PROD_1787,drug,Clothing,abc
PROD_1788,avoid,Books,98308
PROD_1789,prepare,Clothing,-999
PROD_1790,nor,Furniture,abc
PROD_1791,short,Clothing,-999
PROD_1792,summer,Books,81632
PROD_1793,relate,Electronics,35661
PROD_1794,voice,Books,abc
PROD_1795,,Furniture,-999
PROD_1796,avoid,Electronics,abc
PROD_1797,soon,Electronics,-999
PROD_1798,war,Electronics,abc
PROD_1799,eye,Books,abc
PROD_1800,all,Furniture,49450
