product_id,product_name,product_category,product_price
PROD_0301,look,Furniture,abc
PROD_0302,hear,Furniture,abc
PROD_0303,dinner,Furniture,abc
PROD_0304,daughter,Electronics,-999
PROD_0305,like,Electronics,abc
PROD_0306,base,Clothing,abc
PROD_0307,drop,Clothing,abc
PROD_0308,,Electronics,76120
PROD_0309,air,Furniture,abc
PROD_0310,fire,Books,abc
PROD_0311,its,Clothing,abc
PROD_0312,quite,Books,-999
PROD_0313,rather,Books,abc
PROD_0314,large,Books,56304
PROD_0315,develop,Electronics,19349
PROD_0316,shoulder,Books,12080
PROD_0317,,Electronics,28732
PROD_0318,visit,Books,abc
PROD_0319,who,Furniture,48965
PROD_0320,music,Electronics,abc
PROD_0321,conference,Clothing,-999
PROD_0322,network,Clothing,-999
PROD_0323,well,Clothing,abc
PROD_0324,news,Furniture,abc
PROD_0325,range,Clothing,-999
PROD_0326,president,Clothing,-999
PROD_0327,ahead,Electronics,-999
PROD_0328,if,Furniture,abc
PROD_0329,build,Clothing,-999
PROD_0330,,Electronics,-999
PROD_0331,the,Clothing,-999
PROD_0332,will,Furniture,abc
PROD_0333,,Books,-999
PROD_0334,let,Furniture,abc
PROD_0335,success,Clothing,abc
PROD_0336,star,Furniture,abc
PROD_0337,price,Clothing,-999
PROD_0338,often,Clothing,-999
PROD_0339,dark,Clothing,-999
PROD_0340,dream,Electronics,83618
PROD_0341,medical,Books,-999
PROD_0342,tend,Clothing,-999
PROD_0343,prevent,Furniture,23041
PROD_0344,minute,Books,abc
PROD_0345,,Books,-999
PROD_0346,its,Books,38236
PROD_0347,resource,Books,-999
PROD_0348,drop,Furniture,-999
PROD_0349,,Books,abc
PROD_0350,,Furniture,87580
PROD_0351,none,Electronics,-999
PROD_0352,,Books,25424
PROD_0353,,Furniture,abc
PROD_0354,just,Furniture,abc
PROD_0355,,Clothing,-999
PROD_0356,Democrat,Electronics,71954
PROD_0357,high,Electronics,-999
PROD_0358,,Books,-999
PROD_0359,then,Furniture,45801
PROD_0360,would,Clothing,25131
PROD_0361,,Books,-999
PROD_0362,computer,Books,70548
PROD_0363,particular,Clothing,abc
PROD_0364,tree,Clothing,-999
PROD_0365,new,Electronics,abc
PROD_0366,treat,Clothing,abc
PROD_0367,past,Furniture,20230
PROD_0368,,Furniture,abc
PROD_0369,season,Electronics,-999
PROD_0370,discuss,Electronics,abc
PROD_0371,field,Furniture,59146
PROD_0372,participant,Furniture,-999
PROD_0373,,Electronics,-999
PROD_0374,write,Books,29253
PROD_0375,culture,Electronics,abc
PROD_0376,risk,Books,21701
PROD_0377,also,Electronics,-999
PROD_0378,conference,Clothing,56992
PROD_0379,performance,Furniture,abc
PROD_0380,network,Books,abc
PROD_0381,affect,Books,6775
PROD_0382,western,Electronics,abc
PROD_0383,,Clothing,93020
PROD_0384,show,Clothing,73278
PROD_0385,almost,Electronics,-999
PROD_0386,they,Electronics,-999
PROD_0387,bank,Books,abc
PROD_0388,forget,Electronics,-999
PROD_0389,military,Furniture,abc
PROD_0390,author,Clothing,-999
PROD_0391,,Books,abc
PROD_0392,suddenly,Furniture,67990
PROD_0393,west,Books,abc
PROD_0394,page,Furniture,-999
PROD_0395,continue,Electronics,-999
PROD_0396,process,Furniture,abc
PROD_0397,work,Clothing,-999
PROD_0398,century,Clothing,abc
PROD_0399,statement,Clothing,abc
PROD_0400,,Clothing,abc
PROD_0401,likely,Furniture,abc
PROD_0402,structure,Furniture,abc
PROD_0403,specific,Furniture,38017
PROD_0404,them,Furniture,-999
PROD_0405,then,Clothing,23349
PROD_0406,purpose,Furniture,60448
PROD_0407,star,Furniture,-999
PROD_0408,realize,Clothing,-999
PROD_0409,story,Clothing,abc
PROD_0410,rate,Furniture,-999
PROD_0411,truth,Books,abc
PROD_0412,build,Clothing,76438
PROD_0413,,Books,abc
PROD_0414,sea,Furniture,abc
PROD_0415,tonight,Books,abc
PROD_0416,young,Electronics,15249
PROD_0417,world,Furniture,-999
PROD_0418,himself,Electronics,-999
PROD_0419,figure,Clothing,-999
PROD_0420,term,Books,abc
PROD_0421,per,Clothing,-999
PROD_0422,million,Clothing,-999
PROD_0423,cover,Clothing,abc
PROD_0424,daughter,Furniture,abc
PROD_0425,significant,Electronics,abc
PROD_0426,husband,Books,15708
PROD_0427,single,Books,abc
PROD_0428,house,Furniture,-999
PROD_0429,her,Furniture,97224
PROD_0430,act,Clothing,abc
PROD_0431,civil,Electronics,78681
PROD_0432,popular,Books,-999
PROD_0433,across,Books,abc
PROD_0434,debate,Furniture,abc
