product_id,product_name,product_category,product_price
PROD_2701,building,Electronics,abc
PROD_2702,less,Books,83649
PROD_2703,agent,Clothing,-999
PROD_2704,remain,Electronics,-999
PROD_2705,trouble,Books,abc
PROD_2706,listen,Clothing,24089
PROD_2707,also,Furniture,abc
PROD_2708,enter,Books,-999
PROD_2709,,Books,25898
PROD_2710,real,Furniture,abc
PROD_2711,hard,Clothing,abc
PROD_2712,deal,Clothing,-999
PROD_2713,if,Electronics,-999
PROD_2714,,Books,55975
PROD_2715,officer,Clothing,54552
PROD_2716,voice,Furniture,35841
PROD_2717,grow,Books,abc
PROD_2718,,Electronics,-999
PROD_2719,gas,Clothing,10291
PROD_2720,star,Furniture,abc
PROD_2721,politics,Clothing,7525
PROD_2722,free,Books,37392
PROD_2723,now,Clothing,-999
PROD_2724,month,Books,80268
PROD_2725,toward,Electronics,97922
PROD_2726,likely,Electronics,54442
PROD_2727,hair,Furniture,-999
PROD_2728,them,Clothing,56797
PROD_2729,outside,Clothing,abc
PROD_2730,have,Books,abc
PROD_2731,range,Clothing,abc
PROD_2732,require,Books,abc
PROD_2733,determine,Clothing,abc
PROD_2734,Democrat,Books,abc
PROD_2735,organization,Clothing,-999
PROD_2736,will,Furniture,-999
PROD_2737,magazine,Electronics,abc
PROD_2738,charge,Clothing,abc
PROD_2739,,Clothing,86719
PROD_2740,example,Clothing,26757
PROD_2741,section,Clothing,3976
PROD_2742,vote,Books,abc
PROD_2743,space,Books,49538
PROD_2744,address,Electronics,-999
PROD_2745,cause,Furniture,-999
PROD_2746,think,Books,abc
PROD_2747,risk,Furniture,abc
PROD_2748,hotel,Books,29634
PROD_2749,,Electronics,80857
PROD_2750,skill,Clothing,abc
PROD_2751,remember,Clothing,68743
PROD_2752,into,Books,abc
PROD_2753,play,Books,abc
PROD_2754,who,Furniture,-999
PROD_2755,,Clothing,-999
PROD_2756,huge,Electronics,-999
PROD_2757,become,Clothing,abc
PROD_2758,,Books,-999
PROD_2759,important,Books,80794
PROD_2760,who,Furniture,abc
PROD_2761,different,Electronics,abc
PROD_2762,hundred,Furniture,abc
PROD_2763,natural,Electronics,77637
PROD_2764,win,Furniture,abc
PROD_2765,question,Electronics,abc
PROD_2766,during,Electronics,abc
PROD_2767,history,Books,abc
PROD_2768,computer,Electronics,-999
PROD_2769,film,Electronics,-999
PROD_2770,generation,Books,abc
PROD_2771,pressure,Clothing,86683
PROD_2772,,Books,-999
PROD_2773,adult,Furniture,83836
PROD_2774,past,Furniture,-999
PROD_2775,worker,Clothing,abc
PROD_2776,data,Clothing,31232
PROD_2777,fly,Books,67466
PROD_2778,unit,Books,abc
PROD_2779,until,Furniture,-999
PROD_2780,daughter,Clothing,66046
PROD_2781,inside,Furniture,abc
PROD_2782,debate,Books,67681
PROD_2783,half,Books,-999
PROD_2784,chance,Books,52144
PROD_2785,,Books,12258
PROD_2786,purpose,Furniture,35434
PROD_2787,factor,Books,-999
PROD_2788,war,Furniture,6379
PROD_2789,how,Electronics,abc
PROD_2790,town,Furniture,-999
PROD_2791,first,Clothing,90902
PROD_2792,prevent,Electronics,-999
PROD_2793,statement,Books,-999
PROD_2794,seven,Furniture,-999
PROD_2795,seek,Electronics,abc
PROD_2796,which,Clothing,abc
PROD_2797,recent,Books,-999
PROD_2798,around,Electronics,abc
PROD_2799,boy,Furniture,42284
PROD_2800,large,Clothing,26255
PROD_2801,low,Electronics,63223
PROD_2802,wall,Furniture,78997
PROD_2803,spend,Clothing,-999
PROD_2804,quality,Electronics,abc
PROD_2805,before,Clothing,53267
PROD_2806,herself,Electronics,-999
PROD_2807,million,Furniture,abc
PROD_2808,start,Electronics,36310
PROD_2809,compare,Furniture,abc
PROD_2810,art,Clothing,abc
PROD_2811,opportunity,Books,7585
PROD_2812,pattern,Clothing,9272
PROD_2813,manage,Furniture,abc
PROD_2814,north,Books,88602
PROD_2815,almost,Electronics,abc
PROD_2816,behind,Clothing,-999
PROD_2817,position,Furniture,66298
PROD_2818,read,Furniture,abc
PROD_2819,likely,Electronics,-999
PROD_2820,forget,Furniture,93601
PROD_2821,every,Clothing,abc
PROD_2822,can,Electronics,abc
PROD_2823,,Clothing,90563
PROD_2824,forward,Electronics,57572
PROD_2825,near,Clothing,45299
PROD_2826,rise,Clothing,abc
PROD_2827,become,Clothing,abc
PROD_2828,seven,Clothing,-999
PROD_2829,affect,Electronics,-999
PROD_2830,tax,Clothing,-999
PROD_2831,old,Clothing,33433
PROD_2832,out,Clothing,-999
PROD_2833,style,Electronics,abc
PROD_2834,note,Books,abc
PROD_2835,,Clothing,-999
PROD_2836,draw,Books,abc
PROD_2837,away,Electronics,11966
PROD_2838,maybe,Books,43140
PROD_2839,you,Books,abc
PROD_2840,party,Clothing,abc
PROD_2841,responsibility,Books,-999
PROD_2842,late,Electronics,-999
PROD_2843,,Clothing,-999
PROD_2844,grow,Furniture,-999
PROD_2845,soldier,Books,-999
PROD_2846,somebody,Clothing,87732
PROD_2847,talk,Furniture,9791
PROD_2848,recognize,Clothing,5110
PROD_2849,report,Electronics,-999
PROD_2850,,Books,-999
PROD_2851,sense,Clothing,24217
PROD_2852,within,Furniture,abc
PROD_2853,teacher,Clothing,abc
PROD_2854,away,Electronics,25804
PROD_2855,case,Clothing,67537
PROD_2856,impact,Furniture,abc
PROD_2857,himself,Electronics,33432
PROD_2858,answer,Clothing,abc
PROD_2859,performance,Clothing,29265
PROD_2860,meeting,Books,abc
PROD_2861,rise,Clothing,abc
PROD_2862,experience,Books,67095
PROD_2863,star,Electronics,abc
PROD_2864,,Furniture,-999
PROD_2865,,Furniture,-999
PROD_2866,evidence,Electronics,-999
PROD_2867,financial,Books,abc
PROD_2868,let,Books,41140
PROD_2869,right,Clothing,28348
PROD_2870,beautiful,Clothing,abc
PROD_2871,evidence,Clothing,26515
PROD_2872,,Books,abc
PROD_2873,approach,Electronics,-999
PROD_2874,sell,Books,76515
PROD_2875,believe,Electronics,abc
PROD_2876,ahead,Electronics,63803
PROD_2877,enter,Books,52539
PROD_2878,president,Books,-999
PROD_2879,first,Electronics,-999
PROD_2880,difference,Books,abc
PROD_2881,cell,Electronics,-999
PROD_2882,current,Furniture,78845
PROD_2883,,Clothing,7446
PROD_2884,three,Books,abc
PROD_2885,moment,Furniture,abc
PROD_2886,rate,Books,abc
PROD_2887,school,Electronics,abc
PROD_2888,friend,Furniture,-999
PROD_2889,around,Books,4997
PROD_2890,later,Furniture,-999
PROD_2891,task,Books,3104
PROD_2892,need,Furniture,15903
PROD_2893,development,Books,33907
PROD_2894,edge,Books,95880
PROD_2895,leave,Clothing,-999
PROD_2896,bad,Furniture,-999
PROD_2897,animal,Clothing,abc
PROD_2898,,Furniture,-999
PROD_2899,investment,Clothing,-999
PROD_2900,,Furniture,64663
PROD_2901,room,Electronics,-999
PROD_2902,,Clothing,-999
PROD_2903,which,Electronics,22400
PROD_2904,new,Electronics,-999
PROD_2905,last,Clothing,20487
PROD_2906,himself,Clothing,87665
PROD_2907,no,Books,-999
PROD_2908,could,Furniture,abc
PROD_2909,financial,Books,99806
PROD_2910,author,Furniture,-999
PROD_2911,research,Clothing,89783
PROD_2912,option,Electronics,20931
PROD_2913,certain,Books,92989
PROD_2914,local,Electronics,abc
PROD_2915,,Furniture,61495
PROD_2916,improve,Furniture,15386
PROD_2917,thought,Electronics,55473
PROD_2918,professor,Electronics,abc
PROD_2919,business,Books,-999
PROD_2920,able,Clothing,abc
PROD_2921,before,Furniture,abc
PROD_2922,develop,Clothing,abc
PROD_2923,next,Furniture,abc
PROD_2924,structure,Electronics,43982
PROD_2925,news,Books,22888
PROD_2926,international,Books,abc
PROD_2927,life,Books,-999
PROD_2928,near,Electronics,33195
PROD_2929,building,Furniture,6142
PROD_2930,a,Clothing,72653
PROD_2931,share,Furniture,-999
PROD_2932,option,Furniture,26962
PROD_2933,turn,Furniture,abc
PROD_2934,color,Electronics,24128
PROD_2935,good,Furniture,23677
PROD_2936,sit,Clothing,abc
PROD_2937,finish,Clothing,abc
PROD_2938,four,Furniture,abc
PROD_2939,under,Furniture,abc
PROD_2940,study,Books,abc
PROD_2941,as,Furniture,5809
PROD_2942,street,Books,abc
PROD_2943,wonder,Clothing,99637
PROD_2944,know,Electronics,57062
PROD_2945,tough,Clothing,79276
PROD_2946,off,Clothing,-999
PROD_2947,level,Books,-999
PROD_2948,kind,Books,93704
PROD_2949,hot,Clothing,41014
PROD_2950,close,Books,abc
PROD_2951,environmental,Furniture,-999
PROD_2952,shoulder,Clothing,abc
PROD_2953,late,Books,abc
PROD_2954,state,Clothing,6017
PROD_2955,sing,Clothing,abc
PROD_2956,research,Books,abc
PROD_2957,every,Clothing,abc
PROD_2958,southern,Clothing,-999
PROD_2959,name,Clothing,abc
PROD_2960,lawyer,Furniture,-999
PROD_2961,operation,Electronics,abc
PROD_2962,chance,Electronics,61335
PROD_2963,several,Books,-999
PROD_2964,view,Books,68823
PROD_2965,can,Electronics,38802
PROD_2966,per,Clothing,-999
PROD_2967,market,Books,abc
PROD_2968,several,Clothing,abc
PROD_2969,citizen,Electronics,87715
PROD_2970,finish,Electronics,abc
PROD_2971,quite,Clothing,52499
PROD_2972,cover,Electronics,abc
PROD_2973,,Furniture,-999
PROD_2974,,Furniture,-999
PROD_2975,or,Books,-999
PROD_2976,chance,Clothing,19179
PROD_2977,,Electronics,abc
PROD_2978,nor,Clothing,abc
PROD_2979,nature,Electronics,54837
PROD_2980,,Clothing,abc
PROD_2981,beautiful,Electronics,abc
PROD_2982,interest,Books,-999
PROD_2983,create,Clothing,abc
PROD_2984,certain,Furniture,-999
PROD_2985,time,Furniture,57140
PROD_2986,think,Electronics,81750
PROD_2987,report,Furniture,-999
PROD_2988,dinner,Books,abc
PROD_2989,again,Clothing,12323
PROD_2990,finish,Books,abc
PROD_2991,mouth,Clothing,82666
PROD_2992,chair,Electronics,-999
PROD_2993,great,Furniture,-999
PROD_2994,believe,Furniture,abc
PROD_2995,general,Books,abc
PROD_2996,pretty,Clothing,15292
PROD_2997,safe,Clothing,-999
PROD_2998,nature,Furniture,-999
PROD_2999,,Electronics,abc
PROD_3000,article,Electronics,-999
