product_id,product_name,product_category,product_price
PROD_2101,during,Clothing,abc
PROD_2102,technology,Electronics,95203
PROD_2103,ground,Clothing,19130
PROD_2104,top,Furniture,41238
PROD_2105,well,Clothing,87335
PROD_2106,season,Electronics,8513
PROD_2107,recognize,Books,71868
PROD_2108,food,Clothing,abc
PROD_2109,cultural,Electronics,-999
PROD_2110,sell,Clothing,abc
PROD_2111,blue,Books,98222
PROD_2112,win,Clothing,-999
PROD_2113,window,Books,abc
PROD_2114,reality,Electronics,abc
PROD_2115,off,Electronics,abc
PROD_2116,learn,Electronics,77451
PROD_2117,now,Clothing,88270
PROD_2118,inside,Electronics,76112
PROD_2119,woman,Furniture,abc
PROD_2120,knowledge,Clothing,-999
PROD_2121,school,Books,abc
PROD_2122,many,Books,abc
PROD_2123,section,Furniture,-999
PROD_2124,charge,Books,-999
PROD_2125,make,Books,41758
PROD_2126,lawyer,Electronics,abc
PROD_2127,radio,Books,abc
PROD_2128,husband,Clothing,abc
PROD_2129,idea,Electronics,-999
PROD_2130,tough,Books,75411
PROD_2131,,Books,15705
PROD_2132,position,Electronics,-999
PROD_2133,move,Books,abc
PROD_2134,color,Books,-999
PROD_2135,exist,Electronics,-999
PROD_2136,clearly,Furniture,-999
PROD_2137,during,Electronics,-999
PROD_2138,fight,Furniture,abc
PROD_2139,coach,Books,abc
PROD_2140,somebody,Books,82534
PROD_2141,,Furniture,-999
PROD_2142,night,Electronics,abc
PROD_2143,exactly,Furniture,abc
PROD_2144,child,Electronics,abc
PROD_2145,draw,Electronics,-999
PROD_2146,hot,Clothing,abc
PROD_2147,data,Clothing,4727
PROD_2148,form,Electronics,-999
PROD_2149,world,Furniture,-999
PROD_2150,late,Electronics,24154
PROD_2151,guy,Books,abc
PROD_2152,throw,Books,80514
PROD_2153,within,Clothing,abc
PROD_2154,into,Furniture,39729
PROD_2155,explain,Furniture,36981
PROD_2156,little,Electronics,41081
PROD_2157,experience,Books,abc
PROD_2158,mouth,Books,32789
PROD_2159,trouble,Electronics,abc
PROD_2160,show,Clothing,abc
PROD_2161,bar,Books,-999
PROD_2162,be,Electronics,abc
PROD_2163,property,Furniture,83658
PROD_2164,sister,Clothing,abc
PROD_2165,allow,Clothing,3334
PROD_2166,father,Furniture,abc
PROD_2167,sing,Clothing,abc
PROD_2168,determine,Furniture,abc
PROD_2169,too,Books,86461
PROD_2170,firm,Furniture,-999
PROD_2171,size,Furniture,abc
PROD_2172,serious,Furniture,abc
PROD_2173,that,Electronics,-999
PROD_2174,fight,Furniture,27495
PROD_2175,sign,Furniture,12436
PROD_2176,us,Clothing,-999
PROD_2177,send,Books,abc
PROD_2178,will,Furniture,63956
PROD_2179,soldier,Clothing,-999
PROD_2180,after,Clothing,2226
PROD_2181,,Books,abc
PROD_2182,have,Furniture,-999
PROD_2183,record,Books,abc
PROD_2184,throughout,Electronics,-999
PROD_2185,huge,Electronics,-999
PROD_2186,program,Books,-999
PROD_2187,no,Clothing,-999
PROD_2188,charge,Clothing,abc
PROD_2189,expert,Clothing,abc
PROD_2190,class,Electronics,abc
PROD_2191,different,Clothing,70490
PROD_2192,many,Furniture,abc
PROD_2193,simply,Clothing,abc
PROD_2194,deal,Electronics,-999
PROD_2195,,Clothing,abc
PROD_2196,after,Furniture,abc
PROD_2197,decision,Books,abc
PROD_2198,myself,Books,abc
PROD_2199,official,Electronics,-999
PROD_2200,behavior,Books,abc
PROD_2201,check,Electronics,-999
PROD_2202,television,Furniture,abc
PROD_2203,rather,Clothing,31466
PROD_2204,future,Books,67967
PROD_2205,you,Books,abc
PROD_2206,,Electronics,66637
PROD_2207,imagine,Books,-999
PROD_2208,ok,Books,69234
PROD_2209,conference,Furniture,37342
PROD_2210,,Clothing,-999
PROD_2211,green,Clothing,-999
PROD_2212,thing,Clothing,-999
PROD_2213,,Books,-999
PROD_2214,ready,Clothing,abc
PROD_2215,or,Furniture,36098
PROD_2216,dream,Books,39026
PROD_2217,exactly,Books,abc
PROD_2218,most,Furniture,20185
PROD_2219,behind,Electronics,-999
PROD_2220,scientist,Books,50368
PROD_2221,major,Clothing,-999
PROD_2222,inside,Electronics,48171
PROD_2223,program,Books,1880
PROD_2224,doctor,Electronics,74572
PROD_2225,summer,Books,abc
PROD_2226,surface,Books,-999
PROD_2227,himself,Electronics,96691
PROD_2228,,Clothing,77467
PROD_2229,course,Furniture,-999
PROD_2230,also,Furniture,31307
PROD_2231,claim,Clothing,abc
PROD_2232,friend,Clothing,19992
PROD_2233,,Electronics,-999
PROD_2234,speak,Furniture,abc
PROD_2235,white,Books,9791
PROD_2236,task,Clothing,9187
PROD_2237,city,Clothing,61892
PROD_2238,owner,Electronics,98759
PROD_2239,agent,Clothing,-999
PROD_2240,recently,Electronics,47252
PROD_2241,ever,Electronics,45314
PROD_2242,fact,Furniture,abc
PROD_2243,different,Clothing,abc
PROD_2244,every,Electronics,abc
PROD_2245,game,Clothing,abc
PROD_2246,easy,Furniture,abc
PROD_2247,exactly,Books,42749
PROD_2248,,Books,-999
PROD_2249,doctor,Furniture,-999
PROD_2250,serve,Books,abc
PROD_2251,course,Electronics,abc
PROD_2252,account,Electronics,abc
PROD_2253,scientist,Clothing,abc
PROD_2254,success,Clothing,abc
PROD_2255,,Clothing,74002
PROD_2256,fly,Books,90152
PROD_2257,avoid,Books,-999
PROD_2258,talk,Clothing,abc
PROD_2259,final,Books,69353
PROD_2260,call,Electronics,abc
PROD_2261,minute,Clothing,abc
PROD_2262,face,Clothing,27817
PROD_2263,Democrat,Clothing,-999
PROD_2264,garden,Books,abc
PROD_2265,no,Furniture,36894
PROD_2266,present,Books,-999
PROD_2267,somebody,Electronics,abc
PROD_2268,seven,Furniture,abc
PROD_2269,me,Clothing,-999
PROD_2270,growth,Clothing,-999
PROD_2271,television,Books,-999
PROD_2272,after,Books,72045
PROD_2273,anything,Books,abc
PROD_2274,group,Books,4716
PROD_2275,official,Clothing,87663
PROD_2276,majority,Electronics,abc
PROD_2277,,Furniture,-999
PROD_2278,,Books,13324
PROD_2279,simple,Books,-999
PROD_2280,create,Clothing,79975
PROD_2281,later,Electronics,-999
PROD_2282,,Electronics,43967
PROD_2283,option,Clothing,31524
PROD_2284,range,Books,-999
PROD_2285,close,Clothing,25419
PROD_2286,,Furniture,55577
PROD_2287,return,Clothing,94755
PROD_2288,go,Electronics,36882
PROD_2289,force,Furniture,-999
PROD_2290,no,Clothing,-999
PROD_2291,quickly,Electronics,abc
PROD_2292,specific,Furniture,88720
PROD_2293,woman,Books,83391
PROD_2294,night,Clothing,8089
PROD_2295,work,Furniture,90039
PROD_2296,week,Electronics,-999
PROD_2297,imagine,Clothing,28424
PROD_2298,tend,Electronics,abc
PROD_2299,themselves,Books,61297
PROD_2300,,Clothing,-999
PROD_2301,they,Furniture,30479
PROD_2302,type,Furniture,-999
PROD_2303,entire,Clothing,abc
PROD_2304,throw,Clothing,-999
PROD_2305,edge,Electronics,68152
PROD_2306,discuss,Clothing,97753
PROD_2307,those,Furniture,-999
PROD_2308,how,Clothing,abc
PROD_2309,recognize,Furniture,37413
PROD_2310,position,Electronics,-999
PROD_2311,policy,Books,-999
PROD_2312,medical,Furniture,-999
PROD_2313,first,Books,-999
PROD_2314,,Electronics,5865
PROD_2315,top,Books,54857
PROD_2316,democratic,Furniture,79015
PROD_2317,paper,Furniture,36667
PROD_2318,between,Clothing,abc
PROD_2319,child,Books,8674
PROD_2320,consider,Furniture,abc
PROD_2321,choice,Clothing,50642
PROD_2322,relationship,Books,abc
PROD_2323,probably,Furniture,95425
PROD_2324,speech,Clothing,-999
PROD_2325,improve,Electronics,-999
PROD_2326,current,Furniture,abc
PROD_2327,write,Books,abc
PROD_2328,she,Books,abc
PROD_2329,catch,Electronics,abc
PROD_2330,hot,Electronics,-999
PROD_2331,southern,Clothing,-999
PROD_2332,decide,Clothing,abc
PROD_2333,factor,Books,-999
PROD_2334,right,Furniture,-999
PROD_2335,edge,Furniture,-999
PROD_2336,point,Clothing,abc
PROD_2337,their,Electronics,17291
PROD_2338,company,Electronics,-999
PROD_2339,skin,Furniture,-999
PROD_2340,assume,Books,abc
PROD_2341,treat,Furniture,abc
PROD_2342,property,Books,30518
PROD_2343,scene,Books,-999
PROD_2344,rock,Furniture,96621
PROD_2345,few,Books,abc
PROD_2346,agree,Furniture,-999
PROD_2347,coach,Clothing,abc
PROD_2348,old,Electronics,91813
PROD_2349,president,Books,67081
PROD_2350,we,Electronics,-999
PROD_2351,far,Clothing,-999
PROD_2352,exactly,Furniture,abc
PROD_2353,car,Electronics,abc
PROD_2354,customer,Clothing,abc
PROD_2355,without,Clothing,27681
PROD_2356,prove,Furniture,abc
PROD_2357,daughter,Furniture,-999
PROD_2358,reach,Books,4007
PROD_2359,democratic,Clothing,70604
PROD_2360,cup,Electronics,35988
PROD_2361,fish,Furniture,abc
PROD_2362,ground,Furniture,76727
PROD_2363,full,Furniture,abc
PROD_2364,necessary,Books,30240
PROD_2365,onto,Books,70109
PROD_2366,then,Clothing,-999
PROD_2367,every,Electronics,69648
PROD_2368,wish,Clothing,-999
PROD_2369,citizen,Clothing,abc
PROD_2370,building,Furniture,abc
PROD_2371,easy,Electronics,-999
PROD_2372,require,Furniture,22707
PROD_2373,history,Books,abc
PROD_2374,,Clothing,12193
PROD_2375,year,Clothing,-999
PROD_2376,sure,Furniture,-999
PROD_2377,,Furniture,66790
PROD_2378,woman,Books,54823
PROD_2379,measure,Clothing,abc
PROD_2380,guess,Clothing,abc
PROD_2381,prepare,Clothing,33504
PROD_2382,effort,Books,abc
PROD_2383,treat,Clothing,-999
PROD_2384,bed,Books,abc
PROD_2385,great,Furniture,25810
PROD_2386,woman,Books,-999
PROD_2387,,Books,-999
PROD_2388,team,Books,-999
PROD_2389,nor,Books,-999
PROD_2390,rule,Furniture,abc
PROD_2391,age,Clothing,abc
PROD_2392,,Electronics,abc
PROD_2393,moment,Furniture,abc
PROD_2394,shoulder,Clothing,-999
PROD_2395,wind,Electronics,46776
PROD_2396,close,Clothing,-999
PROD_2397,throughout,Clothing,abc
PROD_2398,between,Electronics,-999
PROD_2399,,Clothing,abc
PROD_2400,glass,Electronics,76743
