product_id,product_name,product_category,product_price
PROD_1201,whom,Clothing,abc
PROD_1202,Mr,Electronics,56176
PROD_1203,several,Clothing,-999
PROD_1204,,Books,-999
PROD_1205,his,Electronics,-999
PROD_1206,last,Furniture,11257
PROD_1207,wait,Clothing,12285
PROD_1208,close,Furniture,-999
PROD_1209,trial,Electronics,abc
PROD_1210,sister,Electronics,9097
PROD_1211,side,Furniture,abc
PROD_1212,effect,Furniture,abc
PROD_1213,wish,Furniture,60347
PROD_1214,security,Books,95639
PROD_1215,,Clothing,51401
PROD_1216,expect,Books,-999
PROD_1217,forward,Electronics,-999
PROD_1218,most,Electronics,-999
PROD_1219,vote,Furniture,abc
PROD_1220,fish,Clothing,-999
PROD_1221,fly,Clothing,abc
PROD_1222,treatment,Electronics,abc
PROD_1223,I,Clothing,38776
PROD_1224,sign,Books,-999
PROD_1225,body,Books,-999
PROD_1226,science,Furniture,-999
PROD_1227,strategy,Books,925
PROD_1228,know,Furniture,-999
PROD_1229,need,Furniture,abc
PROD_1230,,Books,42742
PROD_1231,listen,Electronics,-999
PROD_1232,language,Furniture,19107
PROD_1233,low,Electronics,abc
PROD_1234,science,Furniture,4750
PROD_1235,,Furniture,abc
PROD_1236,conference,Books,87970
PROD_1237,hard,Clothing,abc
PROD_1238,they,Electronics,92228
PROD_1239,discussion,Books,abc
PROD_1240,life,Clothing,abc
PROD_1241,room,Furniture,abc
PROD_1242,situation,Clothing,-999
PROD_1243,spring,Electronics,-999
PROD_1244,today,Furniture,3464
PROD_1245,,Electronics,-999
PROD_1246,respond,Electronics,abc
PROD_1247,,Furniture,-999
PROD_1248,act,Electronics,92468
PROD_1249,later,Electronics,abc
PROD_1250,,Clothing,-999
PROD_1251,friend,Books,abc
PROD_1252,guy,Electronics,66952
PROD_1253,along,Furniture,-999
PROD_1254,,Electronics,72235
PROD_1255,difficult,Furniture,58875
PROD_1256,,Books,63547
PROD_1257,friend,Books,-999
PROD_1258,fear,Books,-999
PROD_1259,,Clothing,abc
PROD_1260,watch,Furniture,abc
PROD_1261,compare,Clothing,-999
PROD_1262,long,Clothing,-999
PROD_1263,man,Clothing,abc
PROD_1264,,Clothing,-999
PROD_1265,church,Electronics,-999
PROD_1266,able,Clothing,abc
PROD_1267,,Furniture,44193
PROD_1268,social,Clothing,9555
PROD_1269,quality,Electronics,abc
PROD_1270,father,Furniture,5413
PROD_1271,trial,Electronics,17089
PROD_1272,whole,Clothing,21914
PROD_1273,together,Books,4552
PROD_1274,three,Electronics,abc
PROD_1275,behavior,Furniture,abc
PROD_1276,think,Books,abc
PROD_1277,help,Furniture,-999
PROD_1278,at,Furniture,69212
PROD_1279,important,Furniture,-999
PROD_1280,describe,Electronics,36600
PROD_1281,check,Clothing,abc
PROD_1282,south,Books,62499
PROD_1283,difference,Electronics,64016
PROD_1284,prove,Electronics,77893
PROD_1285,economy,Clothing,-999
PROD_1286,back,Furniture,-999
PROD_1287,fly,Electronics,abc
