product_id,product_name,product_category,product_price
PROD_0601,up,Books,-999
PROD_0602,well,Books,31535
PROD_0603,pay,Clothing,abc
PROD_0604,east,Books,abc
PROD_0605,well,Electronics,30130
PROD_0606,indicate,Clothing,-999
PROD_0607,often,Furniture,-999
PROD_0608,themselves,Electronics,abc
PROD_0609,first,Clothing,34002
PROD_0610,official,Furniture,95633
PROD_0611,,Books,abc
PROD_0612,,Clothing,abc
PROD_0613,child,Books,-999
PROD_0614,prove,Electronics,75461
PROD_0615,spend,Clothing,abc
PROD_0616,science,Clothing,66697
PROD_0617,arm,Furniture,39528
PROD_0618,character,Furniture,27604
PROD_0619,purpose,Furniture,-999
PROD_0620,continue,Books,abc
PROD_0621,travel,Clothing,31231
PROD_0622,environment,Books,abc
PROD_0623,long,Electronics,33994
PROD_0624,create,Furniture,-999
PROD_0625,spend,Books,-999
PROD_0626,sea,Clothing,-999
PROD_0627,process,Books,-999
PROD_0628,couple,Books,30753
PROD_0629,strong,Clothing,abc
PROD_0630,morning,Furniture,87241
PROD_0631,political,Furniture,18371
PROD_0632,some,Clothing,abc
PROD_0633,effect,Electronics,24343
PROD_0634,,Furniture,-999
PROD_0635,join,Clothing,abc
PROD_0636,laugh,Electronics,abc
PROD_0637,how,Books,66777
PROD_0638,meet,Books,45837
PROD_0639,you,Clothing,-999
PROD_0640,too,Clothing,abc
PROD_0641,my,Books,abc
PROD_0642,television,Electronics,-999
PROD_0643,yes,Electronics,abc
PROD_0644,recognize,Books,87980
PROD_0645,the,Books,abc
PROD_0646,half,Furniture,abc
PROD_0647,agent,Electronics,-999
PROD_0648,they,Furniture,1519
PROD_0649,police,Electronics,abc
PROD_0650,kid,Books,abc
PROD_0651,debate,Furniture,abc
PROD_0652,culture,Books,-999
PROD_0653,with,Furniture,-999
PROD_0654,network,Electronics,abc
PROD_0655,experience,Furniture,abc
PROD_0656,food,Furniture,12070
PROD_0657,some,Furniture,85725
PROD_0658,two,Electronics,abc
PROD_0659,,Clothing,abc
PROD_0660,,Electronics,abc
PROD_0661,high,Electronics,-999
