project_name,project_id,issue_id,issue_type,severity,package,version,fixed_in,exploit_maturity,disclosure_time,cvss_score
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,22958,vulnerability,high,word-wrap,1.2.3,1.2.4,no-known-exploit,2022-08-10T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9159f,vulnerability,medium,socket.io-parser,4.2.1,4.2.3,proof-of-concept,2022-09-30T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8ba60,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2021-11-27T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,16d29,vulnerability,high,qs,6.5.2,6.5.3,mature,2023-09-12T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,623bf,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2023-03-14T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,78cac,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2022-02-24T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,542d3,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2020-05-09T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,84bfb,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2021-04-20T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4875c,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2023-05-05T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5dc4a,vulnerability,medium,axios,0.27.2,1.6.0,mature,2020-08-14T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,cfe36,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2024-05-17T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,df92a,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2023-12-09T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,bccfc,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2024-04-23T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,3122d,vulnerability,medium,axios,0.27.2,1.6.0,mature,2021-08-21T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a127b,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2021-04-09T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,567e4,vulnerability,high,tar,6.1.11,6.1.13,mature,2022-11-18T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9da28,vulnerability,high,lodash,4.17.15,4.17.21,mature,2023-03-16T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d63c7,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2023-07-07T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9cc08,vulnerability,high,nth-check,1.0.2,2.0.1,no-known-exploit,2020-07-07T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ccf18,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2023-11-23T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,19728,vulnerability,high,lodash,4.17.15,4.17.21,mature,2022-11-12T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ffbf0,vulnerability,medium,request,2.88.2,,no-known-exploit,2020-03-27T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0d2dc,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2020-03-10T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c4fd2,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2022-01-21T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d330a,vulnerability,high,word-wrap,1.2.3,1.2.4,no-known-exploit,2022-03-10T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,397f9,vulnerability,critical,minimist,1.2.5,1.2.6,mature,2024-01-05T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ff7c9,license,low,lgpl-helper,1.1.0,,no-known-exploit,2021-09-11T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a8a16,vulnerability,high,express,4.16.4,4.18.2,proof-of-concept,2023-08-09T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b21e2,vulnerability,critical,minimist,1.2.5,1.2.6,mature,2021-12-09T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,37dcd,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2022-12-24T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,cf39c,vulnerability,high,sharp,0.30.7,0.32.6,mature,2022-01-12T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5b9d0,vulnerability,medium,socket.io-parser,4.2.1,4.2.3,proof-of-concept,2021-06-26T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,deebe,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2023-11-10T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5687c,vulnerability,high,qs,6.5.2,6.5.3,mature,2021-10-20T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,adaa6,vulnerability,medium,axios,0.27.2,1.6.0,mature,2020-10-20T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ef9e8,vulnerability,medium,axios,0.27.2,1.6.0,mature,2021-09-14T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6a35b,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2022-07-23T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,fa9f0,vulnerability,high,word-wrap,1.2.3,1.2.4,no-known-exploit,2020-01-18T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b4aa4,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2023-03-18T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8ef8d,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2023-01-14T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9e5d1,vulnerability,medium,axios,0.27.2,1.6.0,mature,2020-02-23T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,46e43,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2021-03-02T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c7b7b,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2020-12-26T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f4141,license,medium,cc-by-sa-lib,3.0.1,,no-known-exploit,2020-04-07T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6ff53,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2022-01-03T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ceb72,vulnerability,medium,request,2.88.2,,no-known-exploit,2021-07-22T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,97002,vulnerability,medium,request,2.88.2,,no-known-exploit,2022-01-18T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1a1ad,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2022-03-29T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,36ee1,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2020-11-21T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,50066,license,low,lgpl-helper,1.1.0,,no-known-exploit,2022-08-13T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c424d,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2022-11-22T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ebfd7,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2024-02-28T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e9558,vulnerability,high,sharp,0.30.7,0.32.6,mature,2023-12-28T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,cda81,vulnerability,medium,request,2.88.2,,no-known-exploit,2022-03-31T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,3c024,vulnerability,high,express,4.16.4,4.18.2,proof-of-concept,2020-08-13T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5c184,license,medium,gpl-3.0-module,2.1.0,,no-known-exploit,2020-10-22T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,815d8,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2020-12-04T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,05294,vulnerability,medium,request,2.88.2,,no-known-exploit,2022-06-07T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7ab3e,license,low,bsd-restricted,2.3.4,,no-known-exploit,2022-07-01T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c3db3,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2021-11-05T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,23171,vulnerability,high,express,4.16.4,4.18.2,proof-of-concept,2021-05-17T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d0740,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2024-03-31T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,36058,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2021-02-14T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,44a43,license,low,lgpl-helper,1.1.0,,no-known-exploit,2022-11-07T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,71daa,license,low,bsd-restricted,2.3.4,,no-known-exploit,2023-09-06T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0be5f,vulnerability,medium,request,2.88.2,,no-known-exploit,2021-04-09T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4d237,vulnerability,high,sharp,0.30.7,0.32.6,mature,2020-08-08T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,45314,vulnerability,high,sharp,0.30.7,0.32.6,mature,2024-03-31T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,de337,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2021-07-15T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c34e9,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2024-05-17T00:00:00Z,7.5
