project_name,project_id,issue_id,issue_type,severity,package,version,fixed_in,exploit_maturity,disclosure_time,cvss_score
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a7c34,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2023-09-13T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c7195,vulnerability,high,lodash,4.17.15,4.17.21,mature,2023-03-09T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,71c0b,vulnerability,high,sharp,0.30.7,0.32.6,mature,2023-01-20T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,86092,license,low,lgpl-helper,1.1.0,,no-known-exploit,2022-06-19T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c3e3d,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2020-12-05T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7af36,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2021-04-30T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,83273,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2020-01-25T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,3c932,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2021-02-18T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ea215,vulnerability,medium,socket.io-parser,4.2.1,4.2.3,proof-of-concept,2020-06-30T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e3133,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2024-03-21T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,21faa,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2023-03-04T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,63c41,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2021-03-09T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e2f8e,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2021-04-15T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,71cc4,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2022-01-26T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,2e8d2,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2024-05-25T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8d0db,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2020-04-27T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,473c2,license,medium,cc-by-sa-lib,3.0.1,,no-known-exploit,2022-03-10T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9aa33,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2020-08-02T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,fb0bc,vulnerability,high,lodash,4.17.15,4.17.21,mature,2022-03-17T00:00:00Z,7.2
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,db2ed,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2022-03-04T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,77724,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2020-08-04T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1cad4,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2023-03-13T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,cea70,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2020-01-18T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,61c34,vulnerability,high,nth-check,1.0.2,2.0.1,no-known-exploit,2023-03-31T00:00:00Z,7.5
