project_name,project_id,issue_id,issue_type,severity,package,version,fixed_in,exploit_maturity,disclosure_time,cvss_score
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,cef51,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2022-02-04T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,82c34,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2023-08-08T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,39859,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2023-11-02T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,48721,vulnerability,medium,request,2.88.2,,no-known-exploit,2023-10-10T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b9b68,license,medium,cc-by-sa-lib,3.0.1,,no-known-exploit,2020-01-18T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b1ca2,vulnerability,high,lodash,4.17.15,4.17.21,mature,2021-08-09T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f827b,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2020-03-15T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,2f99e,vulnerability,medium,axios,0.27.2,1.6.0,mature,2021-08-25T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,738b4,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2022-10-19T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,bf17e,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2022-10-17T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,eaba1,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2023-06-01T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d1f4f,license,low,bsd-restricted,2.3.4,,no-known-exploit,2021-10-31T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8a8fc,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2024-02-14T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,be269,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2024-04-25T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d994b,license,low,lgpl-helper,1.1.0,,no-known-exploit,2022-06-13T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,37abe,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2021-04-17T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,2b6a7,vulnerability,high,lodash,4.17.15,4.17.21,mature,2022-09-25T00:00:00Z,7.2
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,20cf6,vulnerability,medium,socket.io-parser,4.2.1,4.2.3,proof-of-concept,2022-03-26T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,690c9,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2022-01-01T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,154fa,vulnerability,high,nth-check,1.0.2,2.0.1,no-known-exploit,2023-08-19T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c9f5c,vulnerability,high,qs,6.5.2,6.5.3,mature,2023-12-29T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f5fe9,vulnerability,medium,axios,0.27.2,1.6.0,mature,2023-12-11T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,20006,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2020-01-12T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f8472,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2020-06-17T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e521b,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2023-07-14T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b6691,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2022-04-07T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7d2c5,vulnerability,medium,request,2.88.2,,no-known-exploit,2023-02-06T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4a6f2,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2021-11-06T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5fc91,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2022-07-03T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,436ae,vulnerability,critical,minimist,1.2.5,1.2.6,mature,2021-02-08T00:00:00Z,9.8
