project_name,project_id,issue_id,issue_type,severity,package,version,fixed_in,exploit_maturity,disclosure_time,cvss_score
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,fd79a,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2020-04-16T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b23e0,vulnerability,medium,axios,0.27.2,1.6.0,mature,2022-07-07T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b4544,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2020-03-24T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9aa00,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2021-06-07T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4992e,vulnerability,high,tar,6.1.11,6.1.13,mature,2020-09-04T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e11a8,vulnerability,high,lodash,4.17.15,4.17.21,mature,2020-10-20T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,2b9aa,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2020-09-29T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e7b6d,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2023-05-04T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d07f6,vulnerability,high,express,4.16.4,4.18.2,proof-of-concept,2020-09-22T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c6778,vulnerability,critical,minimist,1.2.5,1.2.6,mature,2020-08-10T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c8649,license,low,lgpl-helper,1.1.0,,no-known-exploit,2022-08-05T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,81f96,vulnerability,high,express,4.16.4,4.18.2,proof-of-concept,2020-07-26T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,20c0e,vulnerability,high,lodash,4.17.15,4.17.21,mature,2021-07-02T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c024b,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2022-11-21T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,af06d,vulnerability,high,qs,6.5.2,6.5.3,mature,2020-09-08T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,116cf,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2024-01-19T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,79dd2,license,low,bsd-restricted,2.3.4,,no-known-exploit,2023-03-28T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,52977,vulnerability,high,express,4.16.4,4.18.2,proof-of-concept,2023-02-14T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5bcca,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2020-04-03T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0cf5b,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2020-12-27T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,95cb9,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2021-01-21T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6769a,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2023-03-16T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6617b,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2020-08-15T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4c06c,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2023-08-01T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8fb45,vulnerability,medium,axios,0.27.2,1.6.0,mature,2023-07-25T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4578b,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2024-01-01T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f53ed,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2023-11-25T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c8ed3,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2023-10-08T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4af25,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2024-01-02T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b13bb,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2020-05-03T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e2d97,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2022-06-18T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,388ee,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2024-03-11T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,57b11,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2023-04-01T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4ca8d,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2020-03-16T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,3df69,vulnerability,high,qs,6.5.2,6.5.3,mature,2020-02-20T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7f37b,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2021-12-13T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f7ac0,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2021-03-09T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9bb4b,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2020-01-29T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,97d97,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2023-07-20T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1e9a3,vulnerability,high,nth-check,1.0.2,2.0.1,no-known-exploit,2022-07-21T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,17fa4,vulnerability,high,lodash,4.17.15,4.17.21,mature,2021-03-19T00:00:00Z,7.2
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c86ab,vulnerability,high,nth-check,1.0.2,2.0.1,no-known-exploit,2023-05-05T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,63d58,vulnerability,medium,request,2.88.2,,no-known-exploit,2024-04-19T00:00:00Z,6.1
