project_name,project_id,issue_id,issue_type,severity,package,version,fixed_in,exploit_maturity,disclosure_time,cvss_score
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,72680,license,medium,gpl-3.0-module,2.1.0,,no-known-exploit,2020-11-08T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ff159,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2023-11-05T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,32f69,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2021-07-14T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,97fb2,license,low,lgpl-helper,1.1.0,,no-known-exploit,2020-12-12T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b832e,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2023-01-08T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,35c4e,vulnerability,high,sharp,0.30.7,0.32.6,mature,2023-11-17T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e6ac0,license,high,agpl-commons,1.4.2,,no-known-exploit,2021-03-03T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,fe1cf,vulnerability,high,nth-check,1.0.2,2.0.1,no-known-exploit,2021-03-09T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,42606,vulnerability,critical,minimist,1.2.5,1.2.6,mature,2021-11-27T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5e0bc,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2022-04-28T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,069ba,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2020-03-02T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9882c,vulnerability,critical,minimist,1.2.5,1.2.6,mature,2023-03-18T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b7d35,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2021-09-02T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,99213,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2021-09-02T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,61cd3,vulnerability,high,tar,6.1.11,6.1.13,mature,2020-09-16T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,62ab3,vulnerability,medium,request,2.88.2,,no-known-exploit,2021-07-19T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,88316,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2021-09-08T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8ff19,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2021-01-25T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,02b8f,vulnerability,high,qs,6.5.2,6.5.3,mature,2020-05-02T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d4b38,vulnerability,high,word-wrap,1.2.3,1.2.4,no-known-exploit,2020-09-14T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4e068,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2021-06-12T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a7bc4,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2022-11-20T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d36de,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2020-02-07T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,91951,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2022-07-22T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ccb7a,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2022-05-23T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a0fb0,vulnerability,medium,axios,0.27.2,1.6.0,mature,2023-10-11T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5f9bd,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2023-06-14T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,359f3,vulnerability,medium,request,2.88.2,,no-known-exploit,2021-07-28T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4134e,vulnerability,high,tar,6.1.11,6.1.13,mature,2020-05-04T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0e882,vulnerability,high,lodash,4.17.15,4.17.21,mature,2023-05-22T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,54011,vulnerability,medium,request,2.88.2,,no-known-exploit,2022-05-07T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4f226,vulnerability,high,qs,6.5.2,6.5.3,mature,2023-01-04T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,52f09,vulnerability,medium,request,2.88.2,,no-known-exploit,2020-03-31T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,eadac,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2022-06-04T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7ab90,vulnerability,medium,axios,0.27.2,1.6.0,mature,2023-08-11T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,dc46c,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2020-02-12T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,74d09,vulnerability,medium,request,2.88.2,,no-known-exploit,2020-01-13T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,22555,license,medium,gpl-3.0-module,2.1.0,,no-known-exploit,2022-11-13T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8ca0c,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2020-10-30T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d205e,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2021-10-22T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,db12d,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2020-03-11T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8b0a9,vulnerability,high,lodash,4.17.15,4.17.21,mature,2021-09-10T00:00:00Z,7.2
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6d8a8,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2022-08-13T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8a740,vulnerability,medium,axios,0.27.2,1.6.0,mature,2022-11-17T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,bbbff,vulnerability,high,tar,6.1.11,6.1.13,mature,2022-01-05T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f995d,license,low,bsd-restricted,2.3.4,,no-known-exploit,2020-09-11T00:00:00Z,
