project_name,project_id,issue_id,issue_type,severity,package,version,fixed_in,exploit_maturity,disclosure_time,cvss_score
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1872e,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2023-09-10T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e88c2,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2024-04-19T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,79c5d,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2021-12-19T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ebb5c,vulnerability,high,word-wrap,1.2.3,1.2.4,no-known-exploit,2020-09-25T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a6034,vulnerability,high,qs,6.5.2,6.5.3,mature,2024-04-01T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,3d18f,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2022-07-02T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9ca02,vulnerability,high,qs,6.5.2,6.5.3,mature,2023-11-04T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6b669,vulnerability,high,lodash,4.17.15,4.17.21,mature,2023-01-10T00:00:00Z,7.2
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8b4c8,license,low,bsd-restricted,2.3.4,,no-known-exploit,2020-12-24T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,27160,vulnerability,high,tar,6.1.11,6.1.13,mature,2023-02-18T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,35d9b,vulnerability,high,word-wrap,1.2.3,1.2.4,no-known-exploit,2020-08-28T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e77e0,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2022-10-19T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c2ec3,vulnerability,high,qs,6.5.2,6.5.3,mature,2024-05-27T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b7168,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2020-10-06T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,50b53,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2020-10-04T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,068e5,vulnerability,medium,socket.io-parser,4.2.1,4.2.3,proof-of-concept,2024-04-04T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1632a,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2023-02-22T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d5257,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2020-10-13T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,26dd0,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2021-01-19T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,78810,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2020-09-17T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,dc405,vulnerability,high,lodash,4.17.15,4.17.21,mature,2023-05-04T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8dadd,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2022-11-13T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,bf955,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2021-05-06T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,da2d4,license,medium,cc-by-sa-lib,3.0.1,,no-known-exploit,2023-11-23T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8c612,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2020-01-09T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,90a6c,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2021-05-28T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,202cf,vulnerability,medium,request,2.88.2,,no-known-exploit,2022-10-23T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,27144,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2022-04-13T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,bd069,vulnerability,medium,request,2.88.2,,no-known-exploit,2020-06-14T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7eda9,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2020-03-30T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,83c93,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2021-03-23T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,bcd46,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2023-07-26T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,48191,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2022-05-07T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7d75e,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2023-07-30T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7ddb0,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2023-04-18T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ca96b,vulnerability,medium,request,2.88.2,,no-known-exploit,2022-01-05T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6fe4d,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2022-02-26T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,3e747,license,medium,cc-by-sa-lib,3.0.1,,no-known-exploit,2023-05-04T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,956a9,license,high,agpl-commons,1.4.2,,no-known-exploit,2021-12-05T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6e8d1,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2022-12-23T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1c37a,vulnerability,high,lodash,4.17.15,4.17.21,mature,2021-12-13T00:00:00Z,7.2
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,81d7c,vulnerability,high,nth-check,1.0.2,2.0.1,no-known-exploit,2021-09-05T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,62743,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2022-08-26T00:00:00Z,7.5
