project_name,project_id,issue_id,issue_type,severity,package,version,fixed_in,exploit_maturity,disclosure_time,cvss_score
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ab834,license,low,lgpl-helper,1.1.0,,no-known-exploit,2022-11-07T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a2e7f,vulnerability,medium,axios,0.27.2,1.6.0,mature,2023-01-09T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1cc39,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2022-07-16T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,2d953,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2023-04-30T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,56af3,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2023-11-16T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e15e4,license,low,bsd-restricted,2.3.4,,no-known-exploit,2022-06-12T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0522b,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2023-01-31T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,889b8,vulnerability,medium,axios,0.27.2,1.6.0,mature,2022-08-23T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7b579,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2020-09-14T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1ace9,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2023-10-17T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4597f,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2020-04-16T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d8d28,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2022-04-26T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,3ce9a,license,medium,gpl-3.0-module,2.1.0,,no-known-exploit,2020-12-24T00:00:00Z,
