project_name,project_id,issue_id,issue_type,severity,package,version,fixed_in,exploit_maturity,disclosure_time,cvss_score
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5278b,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2021-10-04T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7adb2,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2020-07-14T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,498a0,vulnerability,medium,socket.io-parser,4.2.1,4.2.3,proof-of-concept,2020-02-13T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0697e,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2022-07-22T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5eb81,license,high,agpl-commons,1.4.2,,no-known-exploit,2021-12-20T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6281a,license,medium,cc-by-sa-lib,3.0.1,,no-known-exploit,2022-08-18T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9f4e6,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2020-12-12T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4a025,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2022-10-29T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,eeabc,vulnerability,medium,request,2.88.2,,no-known-exploit,2020-01-15T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,96fac,vulnerability,high,nth-check,1.0.2,2.0.1,no-known-exploit,2023-06-04T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,aaa68,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2022-11-13T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,86ece,license,medium,gpl-3.0-module,2.1.0,,no-known-exploit,2023-05-12T00:00:00Z,
