scan_date,project_key,branch,type,severity,file,line,message,rule,status,effort,debt,tags
2025-05-19T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,CRITICAL,src/sync/ExternalSyncJob.java,248,Empty catch block suppresses exception,java:S1068,REOPENED,22min,22min,"bug,null-pointer"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/model/Attribute.java,280,Empty catch block suppresses exception,java:S2755,REOPENED,64min,64min,"bug,resource-leak"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,CRITICAL,src/util/StringSanitizer.java,393,Missing Javadoc for public method,java:S1541,REOPENED,22min,22min,"bug,spring"
2025-05-19T08:30:00Z,syngenta-pim-core,main,BUG,MINOR,src/export/PdfExportService.java,284,Missing Javadoc for public method,java:S1176,CONFIRMED,82min,82min,"bug,resource-leak"
2025-05-19T08:30:00Z,syngenta-pim-core,main,VULNERABILITY,MINOR,src/catalog/CategoryService.java,603,Cyclomatic complexity 28 exceeds threshold of 20,java:S5659,OPEN,73min,73min,"security,auth"
2025-05-19T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MINOR,src/auth/JwtAuthFilter.java,758,JWT token validated without expiry check,java:S4502,OPEN,46min,46min,"bug,resource-leak"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,MAJOR,src/export/PdfExportService.java,840,Magic number 86400 should be extracted as a named constant,java:S2259,OPEN,43min,43min,"security,auth"
2025-05-19T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/config/SecurityConfig.java,231,Weak hash algorithm MD5 used for product fingerprinting,java:S2755,OPEN,52min,52min,"security,sql-injection"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/catalog/CategoryService.java,479,Unused private field should be removed,java:S4790,REOPENED,58min,58min,bug
2025-05-19T08:30:00Z,syngenta-pim-core,main,VULNERABILITY,INFO,src/model/Variant.java,687,Method has 12 parameters (threshold: 7),java:S4790,REOPENED,55min,55min,"security,xxe"
2025-05-19T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,CRITICAL,src/model/Category.java,619,Hardcoded password in configuration class,java:S2972,CONFIRMED,28min,28min,"bug,concurrency"
2025-05-19T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/catalog/ProductCatalogService.java,665,Integer overflow risk in price calculation,java:S3776,REOPENED,13min,13min,convention
2025-05-19T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/model/Product.java,785,Optional.get() called without isPresent() check,java:S3776,OPEN,37min,37min,maintainability
2025-05-19T08:30:00Z,syngenta-pim-core,develop,BUG,MINOR,src/model/Attribute.java,643,Empty catch block suppresses exception,java:S2068,CONFIRMED,13min,13min,bug
2025-05-19T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,INFO,src/util/DateUtils.java,787,Resource leak: InputStream never closed,java:S1192,REOPENED,22min,22min,"bug,numeric"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,MINOR,src/api/CategoryController.java,396,Thread.sleep() called with lock held,java:S1135,CONFIRMED,16min,16min,"security,sql-injection"
2025-05-19T08:30:00Z,syngenta-pim-core,main,VULNERABILITY,CRITICAL,src/search/ElasticSearchService.java,33,JWT token validated without expiry check,java:S2276,CONFIRMED,70min,70min,"security,sql-injection"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/config/DatabaseConfig.java,336,Thread.sleep() called with lock held,java:S1176,REOPENED,67min,67min,"security,injection"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,VULNERABILITY,MAJOR,src/model/Variant.java,256,Weak hash algorithm MD5 used for product fingerprinting,java:S2583,REOPENED,25min,25min,"security,credentials"
2025-05-19T08:30:00Z,syngenta-pim-core,main,CODE_SMELL,MINOR,src/model/Product.java,623,Thread.sleep() called with lock held,java:S2755,OPEN,34min,34min,performance
2025-05-19T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,CRITICAL,src/catalog/ProductRepository.java,43,Cyclomatic complexity 28 exceeds threshold of 20,java:S1176,CONFIRMED,52min,52min,"bug,numeric"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,CRITICAL,src/search/ElasticSearchService.java,118,JWT token validated without expiry check,java:S2972,CONFIRMED,88min,88min,security
2025-05-19T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,CRITICAL,src/auth/UserService.java,811,Hardcoded password in configuration class,java:S1135,CONFIRMED,67min,67min,"security,cryptography"
2025-05-19T08:30:00Z,syngenta-pim-core,main,CODE_SMELL,MAJOR,src/export/CsvExportService.java,76,Duplicated string literal appears 5 times,java:S100,CONFIRMED,31min,31min,"bug,numeric"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,VULNERABILITY,MINOR,src/catalog/ProductRepository.java,79,SQL injection risk via string concatenation,java:S3649,REOPENED,34min,34min,"bug,numeric"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MAJOR,src/export/PdfExportService.java,528,XXE vulnerability: XML parser does not disable external entities,java:S1192,OPEN,82min,82min,security
2025-05-19T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,INFO,src/enrichment/ImageProcessingService.java,468,Deprecated API usage: HttpClient constructor,java:S6437,CONFIRMED,52min,52min,"security,deserialization"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,INFO,src/pricing/PricingCalculator.java,74,String concatenation in loop should use StringBuilder,java:S109,CONFIRMED,49min,49min,"security,injection"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,VULNERABILITY,INFO,src/export/PdfExportService.java,394,Hardcoded password in configuration class,java:S1068,REOPENED,73min,73min,"security,xxe"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,MAJOR,src/model/Product.java,820,Duplicated string literal appears 5 times,java:S4508,CONFIRMED,76min,76min,"bug,resource-leak"
2025-05-19T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/util/DateUtils.java,223,Weak hash algorithm MD5 used for product fingerprinting,java:S4508,REOPENED,13min,13min,maintainability
2025-05-19T08:30:00Z,syngenta-pim-core,main,BUG,CRITICAL,src/sync/ExternalSyncJob.java,566,Optional.get() called without isPresent() check,java:S2184,CONFIRMED,37min,37min,"security,deserialization"
2025-05-19T08:30:00Z,syngenta-pim-core,main,BUG,INFO,src/model/Category.java,598,Deserialization of user-controlled data without validation,java:S2184,CONFIRMED,43min,43min,maintainability
2025-05-19T08:30:00Z,syngenta-pim-core,develop,BUG,INFO,src/enrichment/ImageProcessingService.java,354,Hardcoded password in configuration class,java:S107,CONFIRMED,55min,55min,"security,injection"
