scan_date,project_key,branch,type,severity,file,line,message,rule,status,effort,debt,tags
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,MAJOR,src/config/SecurityConfig.java,718,Thread-unsafe static field modified in multi-threaded context,java:S2885,REOPENED,36min,36min,"bug,multi-threading"
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,MAJOR,src/config/DatabaseConfig.java,422,Deprecated API usage: HttpServletResponse.encodeUrl(),java:S1874,OPEN,29min,29min,"maintainability,deprecated"
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,CRITICAL,src/api/CategoryController.java,328,NullPointerException risk: return value of getProduct() not checked,java:S2259,REOPENED,27min,27min,"bug,null-pointer"
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,INFO,src/api/AttributeController.java,233,Missing Javadoc on public API method,java:S1176,OPEN,14min,14min,convention
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,MAJOR,src/config/DatabaseConfig.java,217,Cyclomatic complexity 28 exceeds threshold of 20,java:S1541,OPEN,40min,40min,maintainability
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,VULNERABILITY,CRITICAL,src/model/Product.java,852,HTTP response splitting vulnerability in header value,java:S5131,OPEN,51min,51min,"security,injection"
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,MINOR,src/batch/ProductImportJob.java,699,Unused private field 'tempCache' should be removed,java:S1068,REOPENED,5min,5min,maintainability
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,MINOR,src/catalog/ProductCatalogService.java,153,StringBuilder in loop creates unnecessary object churn,java:S1643,OPEN,23min,23min,performance
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,MAJOR,src/auth/UserService.java,805,Race condition in cache invalidation — shared state not synchronized,java:S2276,OPEN,53min,53min,"bug,concurrency"
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,MAJOR,src/enrichment/ImageProcessingService.java,405,Race condition in cache invalidation — shared state not synchronized,java:S2276,OPEN,49min,49min,"bug,concurrency"
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,INFO,src/search/ElasticSearchService.java,112,Method name 'ProcessData' does not follow camelCase convention,java:S100,OPEN,8min,8min,convention
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,VULNERABILITY,MAJOR,src/search/ElasticSearchService.java,870,Sensitive data logged to console (password field visible),java:S2068,OPEN,21min,21min,"security,owasp-a9"
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,MINOR,src/sync/ExternalSyncJob.java,726,Unused private field 'tempCache' should be removed,java:S1068,OPEN,11min,11min,maintainability
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,MAJOR,src/enrichment/AiEnrichmentService.java,417,Duplicate code block found in 4 locations,java:S1192,OPEN,45min,45min,"maintainability,duplication"
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,MAJOR,src/model/Product.java,87,Incorrect equals() implementation breaks Set deduplication,java:S2162,REOPENED,38min,38min,bug
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,VULNERABILITY,MINOR,src/model/Product.java,601,Weak hash algorithm MD5 used for product fingerprinting,java:S4790,REOPENED,37min,37min,"security,cryptography"
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,BUG,MINOR,src/enrichment/ImageProcessingService.java,606,Condition always evaluates to true (dead branch),java:S2583,CONFIRMED,16min,16min,bug
2024-10-14T08:30:00Z,syngenta-pim-core,feature/ai-enrichment,CODE_SMELL,MAJOR,src/auth/JwtAuthFilter.java,552,Duplicate code block found in 4 locations,java:S1192,REOPENED,40min,40min,"maintainability,duplication"
