scan_date,project_key,branch,type,severity,file,line,message,rule,status,effort,debt,tags
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/auth/JwtAuthFilter.java,190,Incorrect equals() implementation breaks Set deduplication,java:S2162,REOPENED,28min,28min,bug
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MINOR,src/sync/ExternalSyncJob.java,880,Weak hash algorithm MD5 used for product fingerprinting,java:S4790,CONFIRMED,42min,42min,"security,cryptography"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/api/ProductController.java,576,Incorrect equals() implementation breaks Set deduplication,java:S2162,CONFIRMED,34min,34min,bug
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MAJOR,src/api/ProductController.java,523,XXE vulnerability: XML parser does not disable external entities,java:S2755,REOPENED,51min,51min,"security,xxe"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MAJOR,src/model/Product.java,824,Deserialization of user-controlled data without validation,java:S4508,OPEN,56min,56min,"security,deserialization"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/catalog/ProductRepository.java,766,Integer overflow risk in price calculation,java:S2184,OPEN,33min,33min,"bug,numeric"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/auth/JwtAuthFilter.java,361,Method has 12 parameters (threshold: 7),java:S107,OPEN,32min,32min,maintainability
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MINOR,src/export/PdfExportService.java,791,Weak hash algorithm MD5 used for product fingerprinting,java:S4790,OPEN,43min,43min,"security,cryptography"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/export/PdfExportService.java,248,Cyclomatic complexity 28 exceeds threshold of 20,java:S1541,OPEN,49min,49min,maintainability
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/sync/ExternalSyncJob.java,402,Cyclomatic complexity 28 exceeds threshold of 20,java:S1541,OPEN,46min,46min,maintainability
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/api/AttributeController.java,299,Method has 12 parameters (threshold: 7),java:S107,CONFIRMED,28min,28min,maintainability
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MAJOR,src/api/ProductController.java,737,XXE vulnerability: XML parser does not disable external entities,java:S2755,OPEN,54min,54min,"security,xxe"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MAJOR,src/enrichment/ImageProcessingService.java,115,Hardcoded password in configuration class,java:S6437,OPEN,37min,37min,"security,credentials"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/catalog/ProductCatalogService.java,496,Integer overflow risk in price calculation,java:S2184,OPEN,30min,30min,"bug,numeric"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MAJOR,src/catalog/ProductCatalogService.java,656,XXE vulnerability: XML parser does not disable external entities,java:S2755,REOPENED,46min,46min,"security,xxe"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MINOR,src/export/PdfExportService.java,104,Optional.get() called without isPresent() check,java:S3655,OPEN,21min,21min,"bug,null-pointer"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MAJOR,src/model/Attribute.java,408,JWT token validated without expiry check,java:S5659,OPEN,47min,47min,"security,auth"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,INFO,src/export/PdfExportService.java,698,Missing Javadoc on public API method,java:S1176,CONFIRMED,16min,16min,convention
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MINOR,src/api/AttributeController.java,515,TODO comment should be resolved before merging,java:S1135,OPEN,15min,15min,maintainability
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/enrichment/ImageProcessingService.java,827,Duplicate code block found in 4 locations,java:S1192,OPEN,35min,35min,"maintainability,duplication"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MINOR,src/pricing/PricingCalculator.java,278,Condition always evaluates to true (dead branch),java:S2583,CONFIRMED,17min,17min,bug
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/api/AttributeController.java,266,Duplicate code block found in 4 locations,java:S1192,OPEN,48min,48min,"maintainability,duplication"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/catalog/CategoryService.java,458,Duplicate code block found in 4 locations,java:S1192,OPEN,52min,52min,"maintainability,duplication"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MINOR,src/util/DateUtils.java,318,CSRF protection disabled on non-GET endpoint,java:S4502,CONFIRMED,15min,15min,security
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,CRITICAL,src/catalog/ProductCatalogService.java,314,Resource leak: InputStream opened but never closed,java:S2095,OPEN,44min,44min,"bug,resource-leak"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MAJOR,src/model/Product.java,372,Deserialization of user-controlled data without validation,java:S4508,OPEN,64min,1h 4min,"security,deserialization"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MINOR,src/model/Product.java,333,StringBuilder in loop creates unnecessary object churn,java:S1643,OPEN,16min,16min,performance
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,CRITICAL,src/notification/EmailService.java,568,SQL injection risk via string concatenation in query builder,java:S3649,OPEN,55min,55min,"security,sql-injection"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MINOR,src/catalog/ProductCatalogService.java,693,CSRF protection disabled on non-GET endpoint,java:S4502,CONFIRMED,28min,28min,security
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MAJOR,src/auth/UserService.java,620,Sensitive data logged to console (password field visible),java:S2068,REOPENED,20min,20min,"security,owasp-a9"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/search/ElasticSearchService.java,317,Integer overflow risk in price calculation,java:S2184,OPEN,20min,20min,"bug,numeric"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MINOR,src/api/ProductController.java,146,TODO comment should be resolved before merging,java:S1135,REOPENED,5min,5min,maintainability
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MINOR,src/model/Product.java,450,TODO comment should be resolved before merging,java:S1135,REOPENED,16min,16min,maintainability
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MINOR,src/enrichment/AiEnrichmentService.java,93,Optional.get() called without isPresent() check,java:S3655,REOPENED,24min,24min,"bug,null-pointer"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,INFO,src/api/ProductController.java,705,Method name 'ProcessData' does not follow camelCase convention,java:S100,CONFIRMED,20min,20min,convention
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MINOR,src/search/ElasticSearchService.java,625,Weak hash algorithm MD5 used for product fingerprinting,java:S4790,OPEN,39min,39min,"security,cryptography"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,INFO,src/enrichment/ImageProcessingService.java,191,Missing Javadoc on public API method,java:S1176,OPEN,16min,16min,convention
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MINOR,src/model/Variant.java,840,CSRF protection disabled on non-GET endpoint,java:S4502,OPEN,31min,31min,security
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/api/ProductController.java,348,Thread-unsafe static field modified in multi-threaded context,java:S2885,OPEN,45min,45min,"bug,multi-threading"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/auth/JwtAuthFilter.java,604,Thread-unsafe static field modified in multi-threaded context,java:S2885,OPEN,49min,49min,"bug,multi-threading"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/util/StringSanitizer.java,344,Deprecated API usage: HttpServletResponse.encodeUrl(),java:S1874,OPEN,34min,34min,"maintainability,deprecated"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,INFO,src/util/DateUtils.java,167,Missing Javadoc on public API method,java:S1176,OPEN,19min,19min,convention
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,INFO,src/config/SecurityConfig.java,792,Method name 'ProcessData' does not follow camelCase convention,java:S100,OPEN,17min,17min,convention
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MAJOR,src/sync/ExternalSyncJob.java,781,Cyclomatic complexity 28 exceeds threshold of 20,java:S1541,OPEN,45min,45min,maintainability
2024-09-15T08:30:00Z,syngenta-pim-core,develop,VULNERABILITY,MAJOR,src/api/CategoryController.java,181,Sensitive data logged to console (password field visible),java:S2068,CONFIRMED,32min,32min,"security,owasp-a9"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/model/Variant.java,251,@Transactional annotation ignored on private method,java:S2229,OPEN,40min,40min,"bug,spring"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,INFO,src/sync/ExternalSyncJob.java,887,Method name 'ProcessData' does not follow camelCase convention,java:S100,OPEN,5min,5min,convention
2024-09-15T08:30:00Z,syngenta-pim-core,develop,CODE_SMELL,MINOR,src/model/Attribute.java,281,Unused private field 'tempCache' should be removed,java:S1068,OPEN,20min,20min,maintainability
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/export/PdfExportService.java,213,@Transactional annotation ignored on private method,java:S2229,OPEN,36min,36min,"bug,spring"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/model/Attribute.java,636,@Transactional annotation ignored on private method,java:S2229,REOPENED,27min,27min,"bug,spring"
2024-09-15T08:30:00Z,syngenta-pim-core,develop,BUG,MAJOR,src/sync/ExternalSyncJob.java,697,Incorrect equals() implementation breaks Set deduplication,java:S2162,CONFIRMED,25min,25min,bug
